,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
8480,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2018-09-03 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
8483,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA ,2018-10-10 00:00:00,,  QUINTANILLA  ,SANDOVAL,PRADO,LOS,QUINTANILLA,licencia,subroga,,
8487,TERCERA,  MUÑOZ,  PRADO STÑORA VIVANCO  LOS ,PRADO STÑORA VIVANCO LOS QUINTANILLA ,2018-10-11 00:00:00,,  QUINTANILLA  ,PRADO,STÑORA,VIVANCO,LOS,licencia,comisión,,
8493,TERCERA,  MUÑOZ,  PRADO SETÑORA VIVANCO  LOS ,PRADO SETÑORA VIVANCO LOS MUNITA PALLAVICINI ,2018-10-16 00:00:00,,  MUNITA  PALLAVICINI ,PRADO,SETÑORA,VIVANCO,LOS,licencia,comisión,,
8501,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ  VIVANCO,SANDOVAL ARÁNGUIZ VIVANCO ABUAUAD,2018-10-18 00:00:00,VIVANCO,   ABUAUAD,SANDOVAL,ARÁNGUIZ,VIVANCO,ABUAUAD,permiso,,,
8511,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ PRADO,SANDOVAL ARÁNGUIZ PRADO PALLAVICINI,2018-10-22 00:00:00,PRADO,   PALLAVICINI,SANDOVAL,ARÁNGUIZ,PRADO,PALLAVICINI,subroga,,,
8518,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PIERRY,2018-10-23 00:00:00,VIVANCO,   PIERRY,SANDOVAL,PRADO,VIVANCO,PIERRY,subroga,,,
8526,TERCERA,  MUNOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO ,2018-10-24 00:00:00,VIVANCO,  ,SANDOVAL,PRADO,VIVANCO,,subroga,,,
8535,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ  LOS ,SANDOVAL ARÁNGUIZ LOS MUNITA PALLAVICINL ,2018-10-25 00:00:00,,  MUNITA  PALLAVICINL ,SANDOVAL,ARÁNGUIZ,LOS,MUNITA,subroga,,,
8546,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ PRADO,SANDOVAL ARÁNGUIZ PRADO PALLA VICINI,2018-10-29 00:00:00,PRADO,   PALLA VICINI,SANDOVAL,ARÁNGUIZ,PRADO,PALLA,subroga,,,
8557,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ PRADO,SANDOVAL ARÁNGUIZ PRADO PIERRY,2018-10-30 00:00:00,PRADO,   PIERRY,SANDOVAL,ARÁNGUIZ,PRADO,PIERRY,subroga,,,
8568,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ  LOS ,SANDOVAL ARÁNGUIZ LOS MUNITA ABUAUAD ,2018-10-31 00:00:00,,  MUNITA  ABUAUAD ,SANDOVAL,ARÁNGUIZ,LOS,MUNITA,permiso,subroga,,
8582,TERCERA,  MUÑOZ,  PRADO  VIVANCO   ,PRADO VIVANCO  QUINTANILLA MATUS ,2018-10-09 00:00:00,,  QUINTANILLA  MATUS ,PRADO,VIVANCO,,QUINTANILLA,licencia,comisión,,
8596,TERCERA,  MUNOZ,  PRADO  VIVANCO   ,PRADO VIVANCO  ETCHEBERRY GÓMEZ ,2018-10-08 00:00:00,,  ETCHEBERRY   GÓMEZ ,PRADO,VIVANCO,,ETCHEBERRY,licencia,comisión,,
8626,TERCERA,  MUNOZ,  PRADO  VIVANCO   ,PRADO VIVANCO  MUNITA PALLAVICINL ,2018-10-04 00:00:00,,  MUNITA  PALLAVICINL ,PRADO,VIVANCO,,MUNITA,licencia,comisión,subroga,
8642,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO MUNITA,2018-10-03 00:00:00,VIVANCO,   MUNITA,SANDOVAL,PRADO,VIVANCO,MUNITA,licencia,subroga,,
8660,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PIERRY,2018-10-02 00:00:00,VIVANCO,   PIERRY,SANDOVAL,PRADO,VIVANCO,PIERRY,licencia,subroga,,
8679,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MATUS BARRA ,2018-10-01 00:00:00,,  MATUS  BARRA ,SANDOVAL,PRADO,LOS,MATUS,licencia,subroga,,
8682,TERCERA,  MUÑOZ,  SANDOVAL SEÑOORES ARÁN GUIZ ,SANDOVAL SEÑOORES ARÁN GUIZ ,2018-11-12 00:00:00,, ,SANDOVAL,SEÑOORES,ARÁN,GUIZ,,,,
8685,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  MUNITA PIERRY ,2018-11-13 00:00:00,,  MUNITA  PIERRY ,PRADO,VIVANCO,,MUNITA,licencia,comisión,,
8689,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  QUINTANILLA PIERRY ,2018-11-14 00:00:00,,  QUINTANILLA  PIERRY ,PRADO,VIVANCO,,QUINTANILLA,licencia,comisión,,
8694,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  ETCHEBERRY MUNITA ,2018-11-15 00:00:00,,  ETCHEBERRY   MUNITA ,PRADO,VIVANCO,,ETCHEBERRY,licencia,comisión,,
8704,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  MUNITA PALLAVICINL ,2018-11-19 00:00:00,,  MUNITA  PALLAVICINL ,PRADO,VIVANCO,,MUNITA,licencia,comisión,,
8711,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  ETCHEBERRY ABUAUAD ,2018-11-20 00:00:00,,  ETCHEBERRY   ABUAUAD ,PRADO,VIVANCO,,ETCHEBERRY,licencia,comisión,,
8719,TERCERA,,,PALLAVICINI ,2018-11-21 00:00:00,,  PALLAVICINI   ,PALLAVICINI,,,,licencia,comisión,,
8727,TERCERA,,,QUINTANILLA RA GAJARDO ,2018-11-22 00:00:00,,  QUINTANILLA  RA GAJARDO ,QUINTANILLA,RA,GAJARDO,,licencia,comisión,,
8746,TERCERA,  MUÑOZ,  PRADO  VIVANCO   ,PRADO VIVANCO  MUNITA PALLAVICINI ,2018-11-26 00:00:00,,  MUNITA  PALLAVICINI ,PRADO,VIVANCO,,MUNITA,licencia,permiso,,
8758,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PIERR ,2018-11-27 00:00:00,VIVANCO,   PIERR ,SANDOVAL,PRADO,VIVANCO,PIERR,licencia,,,
8782,TERCERA,,  FUENTES PRADO   ,FUENTES PRADO  QUINTANILLA PALLAVICINI ,2018-11-29 00:00:00,,  QUINTANILLA  PALLAVICINI ,FUENTES,PRADO,,QUINTANILLA,licencia,comisión,permiso,
8819,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS PIERRY DE LA MAZA ,2018-11-08 00:00:00,,  PIERRY  DE LA MAZA ,SANDOVAL,PRADO,LOS,PIERRY,permiso,subroga,,
8834,TERCERA,  MUÑOZ,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  BARRA GAJARDO ,2018-11-07 00:00:00,,  BARRA  GAJARDO ,ARÁNGUIZ,PRADO,,BARRA,permiso,subroga,,
8850,TERCERA,,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  QUINTANILLA PALLAVICINI ,2018-11-06 00:00:00,,  QUINTANILLA  PALLAVICINI ,ARÁNGUIZ,PRADO,,QUINTANILLA,comisión,subroga,,
8868,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2018-11-05 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
8871,TERCERA,  MUÑOZ,  ARÁNGUIZ PRADO  VIVANCO,ARÁNGUIZ PRADO VIVANCO ,2018-12-10 00:00:00,VIVANCO,  ,ARÁNGUIZ,PRADO,VIVANCO,,comisión,,,
8874,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2018-12-11 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
8878,TERCERA,,  ARÁNGUIZ  VIVANCO  LOS ,ARÁNGUIZ VIVANCO LOS QUINTANILLA ,2018-12-12 00:00:00,,  QUINTANILLA  ,ARÁNGUIZ,VIVANCO,LOS,QUINTANILLA,permiso,,,
8883,TERCERA,  MUÑOZ,  SANDOVAL SEÑOORES ARÁNGUIZ PRADO,SANDOVAL SEÑOORES ARÁNGUIZ PRADO BARRA,2018-12-13 00:00:00,PRADO,   BARRA,SANDOVAL,SEÑOORES,ARÁNGUIZ,PRADO,subroga,,,
8889,TERCERA,,  PRADO   VIVANCO  LOS ,PRADO VIVANCO LOS MA TUS PALLAVICINI ,2018-12-17 00:00:00,,  MA TUS  PALLAVICINI ,PRADO,VIVANCO,LOS,MA,licencia,subroga,,
8897,TERCERA,  MUNOZ,  PRADO  VIVANCO   ,PRADO VIVANCO  PIERR PALLAVICINI ,2018-12-18 00:00:00,,  PIERR   PALLAVICINI ,PRADO,VIVANCO,,PIERR,licencia,comisión,,
8906,TERCERA,  MUÑOZ,,QUINTANILLA PALLAVICINI ,2018-12-19 00:00:00,,  QUINTANILLA  PALLAVICINI ,QUINTANILLA,PALLAVICINI,,,licencia,permiso,,
8915,TERCERA,  MUÑOZ,,MA TUS BARRA ,2018-12-20 00:00:00,,  MA TUS  BARRA ,MA,TUS,BARRA,,licencia,subroga,,
8925,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PALLAVICINI,2018-12-24 00:00:00,VIVANCO,   PALLAVICINI,SANDOVAL,PRADO,VIVANCO,PALLAVICINI,permiso,,,
8936,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO ,2018-12-26 00:00:00,VIVANCO, ,SANDOVAL,PRADO,VIVANCO,,licencia,,,
8949,TERCERA,  MUÑOZ,  SANDOVAL  PRADO SEÑOORA VIVANCO,SANDOVAL PRADO SEÑOORA VIVANCO MUNITA,2018-12-27 00:00:00,VIVANCO,   MUNITA,SANDOVAL,PRADO,SEÑOORA,VIVANCO,licencia,,,
8973,TERCERA,,  CHEVESICH  PRADO  LOS ,CHEVESICH PRADO LOS QUINTANILLA BARRA ,2018-12-31 00:00:00,,  QUINTANILLA  BARRA ,CHEVESICH,PRADO,LOS,QUINTANILLA,licencia,permiso,feriado,
9001,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2018-12-06 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,comisión,,,
9018,TERCERA,  MUÑOZ,  SANDOVAL SEÑOORES ARÁN GUIZ PRADO,SANDOVAL SEÑOORES ARÁN GUIZ PRADO PIERRY,2018-12-05 00:00:00,PRADO,   PIERRY,SANDOVAL,SEÑOORES,ARÁN,GUIZ,comisión,,,
9035,TERCERA,  MUÑOZ,  SANDOVAL SEÑÑOR ARANGUIZ  LOS ,SANDOVAL SEÑÑOR ARANGUIZ LOS ABUAUAD ,2018-12-04 00:00:00,,  ABUAUAD  ,SANDOVAL,SEÑÑOR,ARANGUIZ,LOS,comisión,subroga,,
9055,TERCERA,,  ARÁNGUIZ  MUÑOZ  LOS ,ARÁNGUIZ MUÑOZ LOS MATUS PALLAVICINI ,2018-12-03 00:00:00,,  MATUS  PALLAVICINI ,ARÁNGUIZ,MUÑOZ,LOS,MATUS,comisión,,,
9058,TERCERA,,  ARÁNGUIZ PRADO RA ,ARÁNGUIZ PRADO RA ,2019-01-10 00:00:00,,  ,ARÁNGUIZ,PRADO,RA,,feriado,,,
9062,TERCERA,,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  QUINTANILLA GAJARDO ,2019-01-14 00:00:00,,  QUINTANILLA   GAJARDO ,ARÁNGUIZ,PRADO,,QUINTANILLA,feriado,subroga,,
9066,TERCERA,,   ARÁNGUIZ PRADO RA ,ARÁNGUIZ PRADO RA »,2019-01-15 00:00:00,,  »,ARÁNGUIZ,PRADO,RA,»,permiso,,,
9072,TERCERA,,  FUENTES ARÁNGUIZ PRADO  ,FUENTES ARÁNGUIZ PRADO ,2019-01-16 00:00:00,, ,FUENTES,ARÁNGUIZ,PRADO,,permiso,,,
9078,TERCERA,  MUÑOZ,  SANDOVAL  ARÁN GUIZ PRADO  VIVANCO,SANDOVAL ARÁN GUIZ PRADO VIVANCO ,2019-01-17 00:00:00,"PRADO, seÑora VIVANCO",  ,SANDOVAL,ARÁN,GUIZ,PRADO,permiso,,,
9091,TERCERA,  MUN OZ,  SANDOVAL  FUENTES ,SANDOVAL FUENTES ,2019-01-21 00:00:00,, ,SANDOVAL,FUENTES,,,permiso,,,
9100,TERCERA,  MUÑOZ, -  SANDOVAL  FUENTES ,- SANDOVAL FUENTES ,2019-01-22 00:00:00,, ,-,SANDOVAL,FUENTES,,permiso,subroga,,
9108,TERCERA,  MUÑOZ,  SANDOVAL  ARÁN GUIZ PRADO,SANDOVAL ARÁN GUIZ PRADO GÓMEZ,2019-01-23 00:00:00,PRADO,   GÓMEZ,SANDOVAL,ARÁN,GUIZ,PRADO,permiso,,,
9117,TERCERA,,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  ETCHEBERRY PIERRY ,2019-01-24 00:00:00,,  ETCHEBERRY   PIERRY ,ARÁNGUIZ,PRADO,,ETCHEBERRY,comisión,permiso,,
9138,TERCERA,  MUÑOZ,,ETCHEBERRY ,2019-01-28 00:00:00,,  ETCHEBERRY   ,ETCHEBERRY,,,,licencia,feriado,,
9151,TERCERA,  MUÑOZ,,QUINTANILLA PIERRY ,2019-01-29 00:00:00,,  QUINTANILLA  PIERRY ,QUINTANILLA,PIERRY,,,licencia,feriado,,
9164,TERCERA,  MUÑOZ,,ETCHEBERRY PIERRY ,2019-01-30 00:00:00,,  ETCHEBERRY   PIERRY ,ETCHEBERRY,PIERRY,,,licencia,feriado,,
9177,TERCERA,  MUÑOZ,,MA TUS ABUAUAD ,2019-01-31 00:00:00,,  MA TUS  ABUAUAD ,MA,TUS,ABUAUAD,,licencia,feriado,,
9192,TERCERA,,  ARÁNGUIZ PRADO  VIVANCO,ARÁNGUIZ PRADO VIVANCO PIERRY,2019-01-09 00:00:00,VIVANCO,   PIERRY,ARÁNGUIZ,PRADO,VIVANCO,PIERRY,feriado,,,
9209,TERCERA,,  ARÁNGUIZ PRADO  VIVANCO,ARÁNGUIZ PRADO VIVANCO ,2019-01-08 00:00:00,VIVANCO,   ,ARÁNGUIZ,PRADO,VIVANCO,,feriado,,,
9227,TERCERA,,  ARÁNGUIZ PRADO  VIVANCO,ARÁNGUIZ PRADO VIVANCO MA TUS,2019-01-07 00:00:00,VIVANCO,   MA TUS,ARÁNGUIZ,PRADO,VIVANCO,MA,feriado,,,
9245,TERCERA,,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS RODRIGUEZ CORREA ,2018-01-04 00:00:00,,  RODRIGUEZ  CORREA ,SANDOVAL,ARANGUIZ,LOS,RODRIGUEZ,feriado,subroga,,
9264,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  ETCHEBERRY PIERRY ,2019-01-03 00:00:00,,  ETCHEBERRY   PIERRY ,PRADO,VIVANCO,,ETCHEBERRY,licencia,feriado,,
9286,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  QUINTANILLA PIERRY ,2019-01-02 00:00:00,,  QUINTANILLA  PIERRY ,PRADO,VIVANCO,,QUINTANILLA,licencia,feriado,,
9289,TERCERA,  MUÑOZ,  BLANCO  VIVANCO  LOS ,BLANCO VIVANCO LOS ,2019-02-11 00:00:00,, ,BLANCO,VIVANCO,LOS,,licencia,feriado,,
9293,TERCERA,  MUÑOZ,  BLANCO  VIVANCO  LOS ,BLANCO VIVANCO LOS ,2019-02-12 00:00:00,, ,BLANCO,VIVANCO,LOS,,licencia,feriado,,
9297,TERCERA,  MUNOZ,  BLANCO  VIVANCO)  MINISTRO SUPLENTE:  BIEL,BLANCO VIVANCO) MINISTRO SUPLENTE: BIEL ,2019-02-13 00:00:00,SUPLENTE: SEÑOR BIEL,  ,BLANCO,VIVANCO),MINISTRO,SUPLENTE:,licencia,feriado,,
9301,TERCERA,  MUÑOZ,  BLANCO SETÑORA VIVANCO  LOS ,BLANCO SETÑORA VIVANCO LOS ,2019-02-14 00:00:00,, ,BLANCO,SETÑORA,VIVANCO,LOS,licencia,feriado,,
9313,TERCERA,  MUÑOZ,  BLANCO PRADO  VIVANCO  ,BLANCO PRADO VIVANCO ,2019-02-18 00:00:00,, ,BLANCO,PRADO,VIVANCO,,licencia,feriado,,
9322,TERCERA,  MUÑOZ,  BLANCO PRADO  VIVANCO  ,BLANCO PRADO VIVANCO ,2019-02-19 00:00:00,, ,BLANCO,PRADO,VIVANCO,,licencia,feriado,,
9331,TERCERA,  MUÑOZ,  BLANCO PRADO  VIVANCO  ,BLANCO PRADO VIVANCO ,2019-02-20 00:00:00,, ,BLANCO,PRADO,VIVANCO,,licencia,feriado,,
9340,TERCERA,  MUÑOZ,  BLANCO PRADO  VIVANCO  ,BLANCO PRADO VIVANCO ,2019-02-21 00:00:00,, ,BLANCO,PRADO,VIVANCO,,licencia,feriado,,
9361,TERCERA,  MUÑOZ,  BLANCO PRADO SEEÑORA VIVANCO  ,BLANCO PRADO SEEÑORA VIVANCO  MUNITA,2019-02-25 00:00:00,,   MUNITA,BLANCO,PRADO,SEEÑORA,VIVANCO,licencia,permiso,,
9374,TERCERA,  MUÑOZ,  SANDOVAL  BLANCO ,SANDOVAL BLANCO ,2019-02-26 00:00:00,, ,SANDOVAL,BLANCO,,,licencia,,,
9388,TERCERA,  MUÑOZ,  SANDOVAL  BLANCO ,SANDOVAL BLANCO ,2019-02-27 00:00:00,, ,SANDOVAL,BLANCO,,,permiso,,,
9403,TERCERA,  MUÑOZ,  SANDOVAL  BLANCO ,SANDOVAL BLANCO ,2019-02-28 00:00:00,, ,SANDOVAL,BLANCO,,,permiso,,,
9432,TERCERA,  MUÑOZ,  BLANCO SEEÑORA VIVANCO LOS ,BLANCO SEEÑORA VIVANCO LOS ,2019-02-07 00:00:00,, ,BLANCO,SEEÑORA,VIVANCO,LOS,licencia,feriado,,
9450,TERCERA,  BLANCO,,,2019-02-06 00:00:00,"SEÑORES BIEL, MUNOZ P.",  ,,,,,licencia,permiso,feriado,
9468,TERCERA,  BLANCO,,,2019-02-05 00:00:00,"SEÑORES BIEL, MUNOZ P.",  ,,,,,licencia,permiso,feriado,
9487,TERCERA,  MUNOZ,  BLANCO  VIVANCO  MINISTRO ,BLANCO VIVANCO MINISTRO ,2019-02-04 00:00:00,,  ,BLANCO,VIVANCO,MINISTRO,,licencia,feriado,,
9490,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO MUNITA,2019-03-11 00:00:00,VIVANCO,   MUNITA,SANDOVAL,PRADO,VIVANCO,MUNITA,licencia,,,
9493,TERCERA,,  PRADO  VIVANCO   ,PRADO VIVANCO  QUINTANILLA PIERRY ,2019-03-12 00:00:00,,  QUINTANILLA  PIERRY ,PRADO,VIVANCO,,QUINTANILLA,licencia,permiso,,
9496,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PIERR ,2019-03-13 00:00:00,VIVANCO,   PIERR ,SANDOVAL,PRADO,VIVANCO,PIERR,licencia,,,
9501,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS ETCHEBERRY ,2019-03-14 00:00:00,,  ETCHEBERRY   ,SANDOVAL,PRADO,LOS,ETCHEBERRY,licencia,subroga,,
9511,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  - VIVANCO,SANDOVAL PRADO - VIVANCO GÓMEZ,2019-03-18 00:00:00,- VIVANCO,   GÓMEZ,SANDOVAL,PRADO,-,VIVANCO,licencia,,,
9518,TERCERA,  MUÑOZ,,QUINTANILLA PALLAVICINI ,2019-03-19 00:00:00,,  QUINTANILLA  PALLAVICINI ,QUINTANILLA,PALLAVICINI,,,licencia,comisión,,
9526,TERCERA,  MUNOZ,  SANDOVAL  PRADO  ,SANDOVAL PRADO »,2019-03-20 00:00:00,,  »,SANDOVAL,PRADO,»,,licencia,,,
9535,TERCERA,  MUÑOZ,  SANDOVAL  PRADO RA VIVANCO,SANDOVAL PRADO RA VIVANCO PALLAVICINI,2019-03-21 00:00:00,VIVANCO,   PALLAVICINI,SANDOVAL,PRADO,RA,VIVANCO,licencia,,,
9554,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-03-25 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9566,TERCERA,,  ARÁNGUIZ  VIVANCO  LOS ,ARÁNGUIZ VIVANCO LOS QUINTANILLA ,2019-03-26 00:00:00,,  QUINTANILLA  ,ARÁNGUIZ,VIVANCO,LOS,QUINTANILLA,comisión,,,
9578,TERCERA,,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  QUINTANILLA PALLAVICINI ,2019-03-27 00:00:00,,  QUINTANILLA  PALLAVICINI ,ARÁNGUIZ,PRADO,,QUINTANILLA,comisión,subroga,,
9592,TERCERA,  MUÑOZ,  SANDOVAL RES ARÁN GUIZ ,SANDOVAL RES ARÁN GUIZ ,2019-03-28 00:00:00,, ,SANDOVAL,RES,ARÁN,GUIZ,,,,
9632,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO MATUS,2019-03-07 00:00:00,VIVANCO,   MATUS,SANDOVAL,PRADO,VIVANCO,MATUS,licencia,,,
9661,TERCERA,  MUNOZ,  SANDOVAL  PRADO  VIVANCO .,SANDOVAL PRADO VIVANCO . ,2019-03-05 00:00:00,VIVANCO ., ,SANDOVAL,PRADO,VIVANCO,.,licencia,,,
9677,TERCERA,  MUÑOZ,  SANDOVAL  BLANCO ,SANDOVAL BLANCO ,2019-03-04 00:00:00,, ,SANDOVAL,BLANCO,,,licencia,,,
9697,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-04-10 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9700,TERCERA,,  ARÁNGUIZ  VIVANCO  LOS ,ARÁNGUIZ VIVANCO LOS MUNITA PIERRY ,2019-04-11 00:00:00,,  MUNITA  PIERRY ,ARÁNGUIZ,VIVANCO,LOS,MUNITA,permiso,subroga,,
9704,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-04-15 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9710,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PALLAVICINI,2019-04-16 00:00:00,VIVANCO,   PALLAVICINI,SANDOVAL,PRADO,VIVANCO,PALLAVICINI,comisión,,,
9716,TERCERA,  ARÁNGUIZ,  PRADO  VIVANCO  LOS ,PRADO VIVANCO LOS QUINTANILLA BARRA ,2019-04-17 00:00:00,,  QUINTANILLA  BARRA ,PRADO,VIVANCO,LOS,QUINTANILLA,comisión,permiso,,
9728,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-04-22 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9736,TERCERA,  MUÑOZ,,QUINTANILLA BARRA ,2019-04-23 00:00:00,,  QUINTANILLA  BARRA ,QUINTANILLA,BARRA,,,comisión,,,
9745,TERCERA,  MUÑOZ,,QUINTANILLA MUNITA ,2019-04-24 00:00:00,,  QUINTANILLA  MUNITA ,QUINTANILLA,MUNITA,,,comisión,,,
9755,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-04-25 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9775,TERCERA,  MUÑOZ,,MUNITA ABUAUAD ,2019-04-29 00:00:00,,  MUNITA  ABUAUAD ,MUNITA,ABUAUAD,,,permiso,,,
9787,TERCERA,  MUÑOZ,,QUINTANILLA PALLAVICINI ,2019-04-30 00:00:00,,  QUINTANILLA  PALLAVICINI ,QUINTANILLA,PALLAVICINI,,,permiso,,,
9801,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-04-09 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9817,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PALLAVICINI,2019-04-08 00:00:00,VIVANCO,   PALLAVICINI,SANDOVAL,PRADO,VIVANCO,PALLAVICINI,comisión,,,
9844,TERCERA,  MUNOZ,  ARÁNGUIZ PRADO  VIVANCO,ARÁNGUIZ PRADO VIVANCO PALLA VICINI,2019-04-04 00:00:00,VIVANCO,   PALLA VICINI,ARÁNGUIZ,PRADO,VIVANCO,PALLA,comisión,,,
9861,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ ,SANDOVAL ARÁNGUIZ ,2019-04-03 00:00:00,, ,SANDOVAL,ARÁNGUIZ,,,,,,
9879,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PALLAVICINI,2019-04-02 00:00:00,VIVANCO,   PALLAVICINI,SANDOVAL,PRADO,VIVANCO,PALLAVICINI,comisión,,,
9898,TERCERA,  MUNOZ,  SANDOVAL  ARANGUIZ  VIVANCO .,SANDOVAL ARANGUIZ VIVANCO . PÓ,2019-04-01 00:00:00,VIVANCO .,  PÓ,SANDOVAL,ARANGUIZ,VIVANCO,.,permiso,,,
9901,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ  VIVANCO,SANDOVAL ARÁNGUIZ VIVANCO MUNITA,2019-05-13 00:00:00,VIVANCO,   MUNITA,SANDOVAL,ARÁNGUIZ,VIVANCO,MUNITA,,,,
9904,TERCERA,  MUÑOZ,  SANDOVAL  ARAN GUIZ ,SANDOVAL ARAN GUIZ ,2019-05-14 00:00:00,, ,SANDOVAL,ARAN,GUIZ,,,,,
9908,TERCERA,  MUÑOZ,  SANDOVAL VIVANCO   ,SANDOVAL VIVANCO  PIERRY PALLAVICINI ,2019-05-15 00:00:00,,  PIERRY  PALLAVICINI ,SANDOVAL,VIVANCO,,PIERRY,comisión,,,
9914,TERCERA,  MUNOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS PIERRY ,2019-05-16 00:00:00,,  PIERRY   ,SANDOVAL,ARANGUIZ,LOS,PIERRY,comisión,,,
9924,TERCERA, A SANDOVAL,  DAHM SILVA .   ,DAHM SILVA .  QUINTANILLA PALLAVICINI ,2019-05-20 00:00:00,,  QUINTANILLA  PALLAVICINI ,DAHM,SILVA,.,,permiso,,,
9930,TERCERA,  MUÑOZ,  BLANCO SEORAS MUÑOZ VIVANCO  ,BLANCO SEORAS MUÑOZ VIVANCO  PIERRY,2019-05-22 00:00:00,,   PIERRY,BLANCO,SEORAS,MUÑOZ,VIVANCO,licencia,comisión,,
