,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
7093,TERCERA,  MUÑOZ,  BLANCO ARANGUIZ CERDA   ,BLANCO ARANGUIZ CERDA ,2018-02-28 00:00:00,, ,BLANCO,ARANGUIZ,CERDA,,comisión,feriado,,
7120,TERCERA,,  BLANCO PRADO  LOS MIISTROS ,BLANCO PRADO LOS MIISTROS ,2018-02-08 00:00:00,, ,BLANCO,PRADO,LOS,MIISTROS,licencia,feriado,,
7137,TERCERA,,  BLANCO PRADO  LOS MINISTROS ,BLANCO PRADO LOS MINISTROS ,2018-02-07 00:00:00,, ,BLANCO,PRADO,LOS,MINISTROS,licencia,feriado,,
7153,TERCERA,,  BLANCO PRADO  LOS MMINISTROS ,BLANCO PRADO LOS MMINISTROS ,2018-02-06 00:00:00,, ,BLANCO,PRADO,LOS,MMINISTROS,licencia,feriado,,
7173,TERCERA,,  BLANCO PRADO MINNISTROS SUPLENTES ,BLANCO PRADO MINNISTROS SUPLENTES ,2018-02-05 00:00:00,, ,BLANCO,PRADO,MINNISTROS,SUPLENTES,licencia,feriado,,
7212,TERCERA,,  BLANCO MINISTROS SUPLENTES  MIRANDA  MUÑOZ .,BLANCO MINISTROS SUPLENTES MIRANDA MUÑOZ . ,2018-02-01 00:00:00,MIRANDA y MUÑOZ P.,  ,BLANCO,MINISTROS,SUPLENTES,MIRANDA,licencia,permiso,feriado,
7216,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ PRADO,SANDOVAL ARANGUIZ PRADO MATUS,2018-03-12 00:00:00,PRADO,   MATUS,SANDOVAL,ARANGUIZ,PRADO,MATUS,,,,
7218,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORES ARANGUIZ PRADO,SANDOVAL SEEÑORES ARANGUIZ PRADO PALLAVICINI,2018-03-13 00:00:00,PRADO,   PALLAVICINI,SANDOVAL,SEEÑORES,ARANGUIZ,PRADO,,,,
7222,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ PRADO,SANDOVAL ARANGUIZ PRADO PALLAVICINI,,PRADO,   PALLAVICINI,SANDOVAL,ARANGUIZ,PRADO,PALLAVICINI,,,,
7227,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ PRADO,SANDOVAL ARANGUIZ PRADO PIERRY,2018-03-15 00:00:00,PRADO,   PIERRY,SANDOVAL,ARANGUIZ,PRADO,PIERRY,,,,
7238,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ ,SANDOVAL ARANGUIZ ETCHEBERRY,2018-03-19 00:00:00,,   ETCHEBERRY,SANDOVAL,ARANGUIZ,ETCHEBERRY,,,,,
7246,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  MA TUS MUNITA ,2018-03-20 00:00:00,,  MA TUS  MUNITA ,ARANGUIZ,PRADO,,MA,,,,
7253,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  ETCHEBERRY PIERRY ,2018-03-22 00:00:00,,  ETCHEBERRY   PIERRY ,ARANGUIZ,PRADO,,ETCHEBERRY,comisión,,,
7269,TERCERA,  MUÑOZ,  SANDOVAL SEOR PRADO  LOS ,SANDOVAL SEOR PRADO LOS MA TUS BARRA ,2018-03-26 00:00:00,,  MA TUS  BARRA ,SANDOVAL,SEOR,PRADO,LOS,licencia,,,
7280,TERCERA,,  CISTERNAS  CHEVESICH  PRADO,CISTERNAS CHEVESICH PRADO PIERR ,2018-03-27 00:00:00,PRADO,   PIERR ,CISTERNAS,CHEVESICH,PRADO,PIERR,licencia,permiso,,
7290,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MA TUS PIERRY ,2018-03-28 00:00:00,,  MA TUS  PIERRY ,SANDOVAL,PRADO,LOS,MA,licencia,,,
7322,TERCERA,  MUÑOZ,  SANDOVAL STÑORES ARANGUIZ PRADO,SANDOVAL STÑORES ARANGUIZ PRADO PALAVICIN ,2018-03-08 00:00:00,PRADO,   PALAVICIN ,SANDOVAL,STÑORES,ARANGUIZ,PRADO,,,,
7335,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,"SANDOVAL PRADO LOS QUINTANILLA, PIERRY ",2018-03-07 00:00:00,,"  QUINTANILLA, PIERRY ",SANDOVAL,PRADO,LOS,QUINTANILLA,,,,
7349,TERCERA,,  SANDOVAL SEORES FUENTES ARÁNGUIZ,SANDOVAL SEORES FUENTES ARÁNGUIZ PIERR ,2018-03-06 00:00:00,ARÁNGUIZ,   PIERR ,SANDOVAL,SEORES,FUENTES,ARÁNGUIZ,comisión,subroga,,
7364,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  MATUS GAJARDO ,2018-03-05 00:00:00,,  MATUS   GAJARDO ,ARANGUIZ,PRADO,,MATUS,comisión,,,
7395,j TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ PRADO,SANDOVAL ARANGUIZ PRADO SEÑQR QUINTANILLA,2018-03-01 00:00:00,PRADO,  SEÑQR QUINTANILLA,SANDOVAL,ARANGUIZ,PRADO,SEÑQR,,,,
7398,TERCERA,  MUÑOZ,  SANDOVAL  FUENTES  LOS ,SANDOVAL FUENTES LOS GOMEZ ,2018-04-10 00:00:00,,  GOMEZ   ,SANDOVAL,FUENTES,LOS,GOMEZ,licencia,permiso,,
7401,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA MATUS ,2018-04-11 00:00:00,,  QUINTANILLA  MATUS ,SANDOVAL,PRADO,LOS,QUINTANILLA,licencia,,,
7405,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  PIERR PALLAVICINI ,2018-04-12 00:00:00,,  PIERR   PALLAVICINI ,ARANGUIZ,PRADO,,PIERR,,,,
7410,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORES ARANGUIZ PRADO,SANDOVAL SEEÑORES ARANGUIZ PRADO SENOB__QOMEZ,2018-04-16 00:00:00,PRADO,  SENOB__QOMEZ,SANDOVAL,SEEÑORES,ARANGUIZ,PRADO,,,,
7416,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  QUINTANILLA PIERRY ,2018-04-17 00:00:00,,  QUINTANILLA  PIERRY ,ARANGUIZ,PRADO,,QUINTANILLA,comisión,,,
7423,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  PIERRY BARRA ,2018-04-18 00:00:00,,  PIERRY  BARRA ,ARANGUIZ,PRADO,,PIERRY,comisión,,,
7431,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  MA TUS PALLAVICINI ,2018-04-19 00:00:00,,  MA TUS  PALLAVICINI ,ARANGUIZ,PRADO,,MA,comisión,,,
7447,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS QUINTANILLA ,2018-04-23 00:00:00,,  QUINTANILLA  ,SANDOVAL,ARANGUIZ,LOS,QUINTANILLA,comisión,,,
7457,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS MATUS PALLAVICINI ,2018-04-24 00:00:00,,  MATUS  PALLAVICINI ,SANDOVAL,ARANGUIZ,LOS,MATUS,comisión,,,
7468,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS BARRA GAJARDO ,2018-04-25 00:00:00,,  BARRA  GAJARDO ,SANDOVAL,ARANGUIZ,LOS,BARRA,comisión,,,
7480,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS GOMEZ ABUAUAD ,2018-04-26 00:00:00,,  GOMEZ  ABUAUAD ,SANDOVAL,ARANGUIZ,LOS,GOMEZ,comisión,,,
7504,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  QUINTANILLA PALLAVICINI ,2018-04-30 00:00:00,,  QUINTANILLA  PALLAVICINI ,ARANGUIZ,PRADO,,QUINTANILLA,,,,
7518,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS ETCHEBERRY ,2018-04-09 00:00:00,,  ETCHEBERRY   ,SANDOVAL,PRADO,LOS,ETCHEBERRY,licencia,,,
7547,TERCERA,  MUÑOZ,  SANDOVAL  FUENTES  LOS ,SANDOVAL FUENTES LOS ETCHEBERRY ,2018-04-05 00:00:00,,  ETCHEBERRY   ,SANDOVAL,FUENTES,LOS,ETCHEBERRY,licencia,permiso,,
7563,TERCERA,  MUÑOZ,  SANDOVAL STÑOR PRADO  LOS ,SANDOVAL STÑOR PRADO LOS ,2018-04-04 00:00:00,, ,SANDOVAL,STÑOR,PRADO,LOS,licencia,,,
7581,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS ETCHEBERRY ,2018-04-03 00:00:00,,  ETCHEBERRY   ,SANDOVAL,PRADO,LOS,ETCHEBERRY,licencia,,,
7600,TERCERA,,  FUENTES PRADO   ,FUENTES PRADO  PALLAVICINI BARRA ,2018-04-02 00:00:00,,  PALLAVICINI  BARRA ,FUENTES,PRADO,,PALLAVICINI,licencia,comisión,,
7603,TERCERA,  MUÑOZ,  FUENTES PRADO   ,FUENTES PRADO  BARRA DE LA MAZA ,2018-05-10 00:00:00,,  BARRA  DE LA MAZA ,FUENTES,PRADO,,BARRA,comisión,,,
7607,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS GOMEZ PALLAVICINL ,2018-05-14 00:00:00,,  GOMEZ  PALLAVICINL ,SANDOVAL,PRADO,LOS,GOMEZ,licencia,,,
7611,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA ,2018-05-15 00:00:00,,  QUINTANILLA  ,SANDOVAL,PRADO,LOS,QUINTANILLA,licencia,,,
7616,TERCERA,  MUÑOZ,  SANDOVAL  FUENTES  LOS ,SANDOVAL FUENTES LOS QUINTANILLA ,2018-05-16 00:00:00,,  QUINTANILLA  ,SANDOVAL,FUENTES,LOS,QUINTANILLA,licencia,permiso,,
7622,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MATUS PIERRY ,2018-05-17 00:00:00,,  MATUS  PIERRY ,SANDOVAL,PRADO,LOS,MATUS,licencia,,,
7634,TERCERA,,  FUENTES PRADO   ,FUENTES PRADO  QUINTANILLA MUNITA ,2018-05-22 00:00:00,,  QUINTANILLA  MUNITA ,FUENTES,PRADO,,QUINTANILLA,licencia,permiso,,
7642,TERCERA,,  SANDOVAL  FUENTES  LOS ,SANDOVAL FUENTES LOS MUNITA BARRA ,2018-05-23 00:00:00,,  MUNITA  BARRA ,SANDOVAL,FUENTES,LOS,MUNITA,licencia,permiso,,
7651,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS PIERRY PALLAVICINI ,2018-05-24 00:00:00,,  PIERRY  PALLAVICINI ,SANDOVAL,PRADO,LOS,PIERRY,licencia,,,
7661,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS PALLAVICINI BARRA ,2018-05-28 00:00:00,,  PALLAVICINI  BARRA ,SANDOVAL,PRADO,LOS,PALLAVICINI,licencia,,,
7672,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS PIERRY MUNITA ,2018-05-29 00:00:00,,  PIERRY  MUNITA ,SANDOVAL,PRADO,LOS,PIERRY,licencia,,,
7685,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA ,2018-05-30 00:00:00,,  QUINTANILLA  ,SANDOVAL,PRADO,LOS,QUINTANILLA,licencia,,,
7698,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  ABUAUAD PALLAVICINI ,2018-05-09 00:00:00,,  ABUAUAD  PALLAVICINI ,ARANGUIZ,PRADO,,ABUAUAD,comisión,,,
7712,TERCERA,  MUÑOZ,  SANDOVAL EES ARANGUIZ PRADO,SANDOVAL EES ARANGUIZ PRADO QUINTANILLA,2018-05-08 00:00:00,PRADO,   QUINTANILLA,SANDOVAL,EES,ARANGUIZ,PRADO,,,,
7727,TERCERA,  MUÑOZ,  SANDOVAL SEEÑOREES ARANGUIZ ,SANDOVAL SEEÑOREES ARANGUIZ ETCHEBERRY,2018-05-07 00:00:00,,   ETCHEBERRY,SANDOVAL,SEEÑOREES,ARANGUIZ,ETCHEBERRY,,,,
7757,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORES ARANGUIZ PRADO,SANDOVAL SEEÑORES ARANGUIZ PRADO MUNITA,2018-05-03 00:00:00,PRADO,   MUNITA,SANDOVAL,SEEÑORES,ARANGUIZ,PRADO,,,,
7774,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  ETCHEBERRY PIERRY ,2018-05-02 00:00:00,,  ETCHEBERRY   PIERRY ,ARANGUIZ,PRADO,,ETCHEBERRY,comisión,,,
7777,TERCERA,  VALDERRAMA,  DAHM PRADO   ,DAHM PRADO  QUINTANILLA PALLAVICINI ,2018-06-11 00:00:00,,  QUINTANILLA  PALLAVICINI ,DAHM,PRADO,,QUINTANILLA,comisión,permiso,feriado,
7780,TERCERA,  MUNOZ,  EGNEM  CERDA   ,EGNEM CERDA  QUINTANILLA PIERRY ,2018-06-12 00:00:00,,  QUINTANILLA  PIERRY ,EGNEM,CERDA,,QUINTANILLA,licencia,comisión,permiso,
7783,TERCERA,  MUÑOZ,  SANDOVAL MUÑOZ  ,SANDOVAL MUÑOZ ,2018-06-13 00:00:00,, ,SANDOVAL,MUÑOZ,,,,,,
7788,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MATUS PIERRY ,2018-06-14 00:00:00,,  MATUS  PIERRY ,SANDOVAL,PRADO,LOS,MATUS,feriado,,,
7798,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MATUS MUNITA ,2018-06-18 00:00:00,,  MATUS  MUNITA ,SANDOVAL,PRADO,LOS,MATUS,,,,
7805,TERCERA,  MUÑOZ,  SANDOVAL  VALDERRAMA  ,SANDOVAL VALDERRAMA QUINTANILLA VY ,2018-06-19 00:00:00,,  QUINTANILLA VY ,SANDOVAL,VALDERRAMA,QUINTANILLA,VY,permiso,feriado,,
7813,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA ,2018-06-20 00:00:00,,  QUINTANILLA  ,SANDOVAL,PRADO,LOS,QUINTANILLA,feriado,,,
7823,TERCERA,  MUÑOZ,  SANDOVAL SEEÑOR PRADO  LOS ,SANDOVAL SEEÑOR PRADO LOS MATUS PIERRY ,2018-06-21 00:00:00,,  MATUS  PIERRY ,SANDOVAL,SEEÑOR,PRADO,LOS,feriado,,,
7842,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ PRADO,SANDOVAL ARANGUIZ PRADO MUNITA,2018-06-25 00:00:00,PRADO,   MUNITA,SANDOVAL,ARANGUIZ,PRADO,MUNITA,,,,
7853,TERCERA,  MUÑOZ,  SANDOVAL  ,SANDOVAL ,2018-06-26 00:00:00,, ,SANDOVAL,,,,subroga,,,
7864,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS QUINTANILLA ,2018-06-27 00:00:00,,  QUINTANILLA  ,SANDOVAL,ARANGUIZ,LOS,QUINTANILLA,subroga,,,
7878,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS MATUS PALLAVICINI ,2018-06-28 00:00:00,,  MATUS  PALLAVICINI ,SANDOVAL,ARANGUIZ,LOS,MATUS,comisión,,,
7917,TERCERA,  MUÑOZ,  EGNEM SANDOVAL SEEÑORES DAHM ,EGNEM SANDOVAL SEEÑORES DAHM ,2018-06-07 00:00:00,, ,EGNEM,SANDOVAL,SEEÑORES,DAHM,feriado,,,
7932,TERCERA,  MUNOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MUNITA BARRA ,2018-06-06 00:00:00,,  MUNITA  BARRA ,SANDOVAL,PRADO,LOS,MUNITA,feriado,,,
7948,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS PIERRY PALLAVICINI ,2018-06-05 00:00:00,,  PIERRY  PALLAVICINI ,SANDOVAL,PRADO,LOS,PIERRY,feriado,,,
7965,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MA TUS BARRA ,2018-06-04 00:00:00,,  MA TUS  BARRA ,SANDOVAL,PRADO,LOS,MA,feriado,,,
7984,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  QUINTANILLA “ ,2018-07-10 00:00:00,,  QUINTANILLA “  ,ARANGUIZ,PRADO,,QUINTANILLA,permiso,,,
7987,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  MUNITA BARRA ,2018-07-11 00:00:00,,  MUNITA  BARRA ,ARANGUIZ,PRADO,,MUNITA,,,,
7991,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORRES ARANGUIZ ,SANDOVAL SEEÑORRES ARANGUIZ BARRA,2018-07-12 00:00:00,,   BARRA,SANDOVAL,SEEÑORRES,ARANGUIZ,BARRA,,,,
7999,TERCERA,,  FUENTES ARANGUIZ   ,FUENTES ARANGUIZ  ABUAUAD PALLAVICINI ,2018-07-17 00:00:00,,  ABUAUAD  PALLAVICINI ,FUENTES,ARANGUIZ,,ABUAUAD,comisión,feriado,,
8005,TERCERA,  MUÑOZ,  SANDOVAL  FUENTES  LOS ,SANDOVAL FUENTES LOS ABUAUAD ,2018-07-19 00:00:00,,  ABUAUAD   ,SANDOVAL,FUENTES,LOS,ABUAUAD,permiso,feriado,,
8018,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ  LOS ,SANDOVAL ARANGUIZ LOS QUINTANILLA ,2018-07-23 00:00:00,,  QUINTANILLA   ,SANDOVAL,ARANGUIZ,LOS,QUINTANILLA,,,,
8026,TERCERA,  MUÑOZ |,  FUENTES ARANGUIZ   ,FUENTES ARANGUIZ  ABUAUAD PALLAVICINL ,2018-07-24 00:00:00,,  ABUAUAD  PALLAVICINL ,FUENTES,ARANGUIZ,,ABUAUAD,permiso,feriado,,
8035,TERCERA,  MUÑOZ,  FUENTES ARANGUIZ  LAS ABOGADAS ,FUENTES ARANGUIZ LAS ABOGADAS ETCHEBERRY GAJARDO ,2018-07-25 00:00:00,,  ETCHEBERRY  GAJARDO ,FUENTES,ARANGUIZ,LAS,ABOGADAS,feriado,,,
8045,TERCERA,  MUÑOZ,  FUENTES ARANGUIZ   ,FUENTES ARANGUIZ  ETCHEBERRY SEOR ABUAUAD ,2018-07-26 00:00:00,,  ETCHEBERRY  SEOR ABUAUAD ,FUENTES,ARANGUIZ,,ETCHEBERRY,feriado,,,
8065,TERCERA,  MUNOZ,  FUENTES MINISTRO SUPLENTE  ,FUENTES MINISTRO SUPLENTE ,2018-07-30 00:00:00,,  ,FUENTES,MINISTRO,SUPLENTE,,licencia,feriado,,
8077,TERCERA,  MUÑOZ,  FUENTES PRADO   ,FUENTES PRADO  QUINTANILLA PIERRY ,2018-07-31 00:00:00,,  QUINTANILLA  PIERRY ,FUENTES,PRADO,,QUINTANILLA,licencia,feriado,,
8090,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  QUINTANILLA + ,2018-07-09 00:00:00,,  QUINTANILLA +   ,ARANGUIZ,PRADO,,QUINTANILLA,permiso,,,
8117,TERCERA,  MUÑOZ,  SANDOVAL  FUENTES  LOS ,SANDOVAL FUENTES LOS MUNITA ABUABUAD ,2018-07-05 00:00:00,,  MUNITA  ABUABUAD ,SANDOVAL,FUENTES,LOS,MUNITA,comisión,,,
8132,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORES ARANGUIZ PRADO,SANDOVAL SEEÑORES ARANGUIZ PRADO PIERR ,2018-07-04 00:00:00,PRADO,   PIERR ,SANDOVAL,SEEÑORES,ARANGUIZ,PRADO,,,,
8148,TERCERA,  MUÑOZ,  SANDOVAL  ARANGUIZ PRADO,SANDOVAL ARANGUIZ PRADO QUINTANILLA,2018-07-03 00:00:00,PRADO,   QUINTANILLA,SANDOVAL,ARANGUIZ,PRADO,QUINTANILLA,,,,
8151,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO MUNITA,2018-08-13 00:00:00,VIVANCO,   MUNITA,SANDOVAL,PRADO,VIVANCO,MUNITA,comisión,,,
8154,TERCERA,  MUÑOZ,  SANDOVAL  ARÁN GUIZ ,SANDOVAL ARÁN GUIZ ,2018-08-14 00:00:00,, ,SANDOVAL,ARÁN,GUIZ,,,,,
8157,TERCERA,,  FUENTES  VIVANCO  LOS ,FUENTES VIVANCO LOS PIERRY PALLAVICINL ,2018-08-16 00:00:00,,  PIERRY  PALLAVICINL ,FUENTES,VIVANCO,LOS,PIERRY,permiso,,,
8165,TERCERA,,  ARÁNGUIZ PRADO  ,ARÁNGUIZ PRADO ,2018-08-20 00:00:00,,  ,ARÁNGUIZ,PRADO,,,subroga,,,
8171,TERCERA,  MUÑOZ,  SANDOVAL SEÑÑORES ARÁN GUIZ ,SANDOVAL SEÑÑORES ARÁN GUIZ ,2018-08-21 00:00:00,, ,SANDOVAL,SEÑÑORES,ARÁN,GUIZ,,,,
8178,TERCERA,  MUÑOZ,  ARÁN GUIZ PRADO  VIVANCO,ARÁN GUIZ PRADO VIVANCO PIERRY,2018-08-22 00:00:00,VIVANCO,   PIERRY,ARÁN,GUIZ,PRADO,VIVANCO,comisión,,,
8186,TERCERA,  ARANGUIZ,  PRADO  VIVANCO  LOS ,PRADO VIVANCO LOS MATUS SEEÑORRA ,2018-08-23 00:00:00,,  MATUS  SEEÑORRA ,PRADO,VIVANCO,LOS,MATUS,comisión,subroga,,
8202,TERCERA,,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  MA TUS ABUAUAD ,2018-08-27 00:00:00,,  MA TUS  ABUAUAD ,ARÁNGUIZ,PRADO,,MA,subroga,,,
8213,TERCERA,  MUÑOZ,  SANDOVAL  ARÁNGUIZ  LOS ,SANDOVAL ARÁNGUIZ LOS PALLAVICINIY BARRA ,2018-08-28 00:00:00,,  PALLAVICINIY BARRA ,SANDOVAL,ARÁNGUIZ,LOS,PALLAVICINIY,subroga,,,
8224,TERCERA,,  ARÁNGUIZ PRADO   ,ARÁNGUIZ PRADO  PIERR PALLAVICINL ,2018-08-29 00:00:00,,  PIERR   PALLAVICINL ,ARÁNGUIZ,PRADO,,PIERR,comisión,subroga,,
8236,TERCERA,  N,  | SANDOVAL  ARANGUIZ PRADO,| SANDOVAL ARANGUIZ PRADO PIERRY,2018-08-30 00:00:00,PRADO,   PIERRY,|,SANDOVAL,ARANGUIZ,PRADO,subroga,,,
8261,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS PALLAVICINI DE LA ,2018-08-09 00:00:00,,  PALLAVICINI  DE LA ,SANDOVAL,PRADO,LOS,PALLAVICINI,licencia,subroga,,
8276,TERCERA,  MUÑOZ,  SANDOVAL SETÑOR PRADO  LOS ,SANDOVAL SETÑOR PRADO LOS QUINTANILLA PIERRY ,2018-08-08 00:00:00,,  QUINTANILLA  PIERRY ,SANDOVAL,SETÑOR,PRADO,LOS,licencia,,,
8290,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA PIERRY ,2018-08-07 00:00:00,,  QUINTANILLA  PIERRY ,SANDOVAL,PRADO,LOS,QUINTANILLA,licencia,,,
8307,TERCERA,,  FUENTES PRADO   ,FUENTES PRADO  ETCHEBERRY ABUAUAD ,2018-08-06 00:00:00,,  ETCHEBERRY   ABUAUAD ,FUENTES,PRADO,,ETCHEBERRY,licencia,permiso,,
8340,TERCERA,  MUÑOZ,  CHEVESICH   PRADO  LOS ,CHEVESICH PRADO LOS PIERRY PALLAVICINI ,2018-08-02 00:00:00,,  PIERRY  PALLAVICINI ,CHEVESICH,PRADO,LOS,PIERRY,licencia,permiso,,
8361,TERCERA,  MUÑOZ |,  CHEVESICH  = PRADO  LOS ,CHEVESICH = PRADO LOS QUINTANILLA PIERRY ,2018-08-01 00:00:00,,  QUINTANILLA  PIERRY ,CHEVESICH,=,PRADO,LOS,licencia,feriado,,
8364,TERCERA,,  ARANGUIZ PRADO   ,ARANGUIZ PRADO  PALLAVICINI BARRA ,2018-09-10 00:00:00,,  PALLAVICINI  BARRA ,ARANGUIZ,PRADO,,PALLAVICINI,permiso,subroga,,
8366,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORES ARANGUIZ PRADO,SANDOVAL SEEÑORES ARANGUIZ PRADO QUINTANILLA,2018-09-11 00:00:00,PRADO,   QUINTANILLA,SANDOVAL,SEEÑORES,ARANGUIZ,PRADO,subroga,,,
8370,TERCERA,  MUÑOZ,  SANDOVAL SEEÑORES ARANGUIZ PRADO,SANDOVAL SEEÑORES ARANGUIZ PRADO PALLAVICINL,2018-09-12 00:00:00,PRADO,   PALLAVICINL,SANDOVAL,SEEÑORES,ARANGUIZ,PRADO,subroga,,,
8375,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS MA TUS PALLAVICINL ,2018-09-13 00:00:00,,  MA TUS  PALLAVICINL ,SANDOVAL,PRADO,LOS,MA,permiso,subroga,,
8394,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO .,SANDOVAL PRADO VIVANCO . ,2018-09-24 00:00:00,VIVANCO .,   ,SANDOVAL,PRADO,VIVANCO,.,licencia,subroga,,
8401,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PIERRY,2018-09-25 00:00:00,VIVANCO,   PIERRY,SANDOVAL,PRADO,VIVANCO,PIERRY,licencia,subroga,,
8409,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  VIVANCO,SANDOVAL PRADO VIVANCO PIERRY,2018-09-26 00:00:00,VIVANCO,   PIERRY,SANDOVAL,PRADO,VIVANCO,PIERRY,licencia,subroga,,
8418,TERCERA,  MUÑOZ,  SANDOVAL SEEÑOR PRADO  VIVANCO,SANDOVAL SEEÑOR PRADO VIVANCO PIERRY,2018-09-27 00:00:00,VIVANCO,   PIERRY,SANDOVAL,SEEÑOR,PRADO,VIVANCO,licencia,subroga,,
8444,TERCERA,  MUÑOZ,  SANDOVAL VIVANCO  1LOS ,SANDOVAL VIVANCO 1LOS PALLAVICINI BARRA ,,,  PALLAVICINI  BARRA ,SANDOVAL,VIVANCO,1LOS,PALLAVICINI,comisión,,,
8455,TERCERA,  MUÑOZ,  SANDOVAL  PRADO  LOS ,SANDOVAL PRADO LOS QUINTANILLA ,2018-09-05 00:00:00,,  QUINTANILLA  ,SANDOVAL,PRADO,LOS,QUINTANILLA,comisión,subroga,,
8467,TERCERA,  MUÑOZ,  FUENTES  VIVANCO  LOS ,FUENTES VIVANCO LOS QUINTANILLA ,2018-09-04 00:00:00,,  QUINTANILLA  ,FUENTES,VIVANCO,LOS,QUINTANILLA,comisión,,,
