,Sala,Fecha2,Presidente,Integrante1,Integrante2,Integrante3,Integrante4
11594,TERCERA,2021-04-01,MU,AVIVANCO,CARROZA,ALCALDE,ABENAVIDES
11598,TERCERA,2021-05-10,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11602,TERCERA,2021-05-11,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11605,TERCERA,2021-05-13,MU,AVIVANCO,ARAVANALES,CARROZA,ATAVOLARI
11607,TERCERA,2021-05-12,MU,AVIVANCO,ARAVANALES,CARROZA,HUMERES
11613,TERCERA,2021-05-14,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11618,TERCERA,2021-05-17,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
11627,TERCERA,2021-05-18,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11636,TERCERA,2021-05-19,MU,AVIVANCO,ARAVANALES,AGAJARDO,ATAVOLARI
11643,TERCERA,2021-05-20,MU,CARROZA,BIEL,MUNITA,AGAJARDO
11654,TERCERA,2021-05-24,MU,ARAVANALES,CARROZA,ALCALDE,AGUILA
11665,TERCERA,2021-05-25,MU,ARAVANALES,CARROZA,AGUILA,ABENAVIDES
11689,TERCERA,2021-05-26,ARAVANALES,MU,GOMEZ,ALCALDE,AGUILA
11701,TERCERA,2021-05-28,MU,CARROZA,MU,HUMERES,ABENAVIDES
11702,TERCERA,2021-05-27,MU,ARAVANALES,CARROZA,MUNITA,ABENAVIDES
11715,TERCERA,2021-05-31,MU,AVIVANCO,CARROZA,ALCALDE,AGUILA
11744,TERCERA,2021-05-07,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11763,TERCERA,2021-05-06,MU,AVIVANCO,CARROZA,ALCALDE,ATAVOLARI
11764,TERCERA,2021-05-05,MU,AVIVANCO,ARAVANALES,AGUILA,ABENAVIDES
11783,TERCERA,2021-05-04,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11797,TERCERA,2021-05-03,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11801,TERCERA,2021-06-11,ARAVANALES,CARROZA,ALETELIER,AGAJARDO,ABENAVIDES
11802,TERCERA,2021-06-10,MU,AVIVANCO,BIEL,MUNITA,ABENAVIDES
11809,TERCERA,2021-06-15,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11810,TERCERA,2021-06-14,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11816,TERCERA,2021-06-16,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11823,TERCERA,2021-06-17,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11830,TERCERA,2021-06-18,AVIVANCO,ARAVANALES,ALETELIER,AGUILA,ABENAVIDES
11838,TERCERA,2021-06-22,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11864,TERCERA,2021-06-23,MU,ARAVANALES,CARROZA,MUNITA,ATAVOLARI
11867,TERCERA,2021-06-25,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
11878,TERCERA,2021-06-24,MU,AVIVANCO,CARROZA,MUNITA,ALCALDE
11880,TERCERA,2021-06-29,AVIVANCO,CARROZA,MU,ALCALDE,AGUILA
11891,TERCERA,2021-06-30,MU,AVIVANCO,ARAVANALES,ALCALDE,ABENAVIDES
11903,TERCERA,2021-06-09,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11919,TERCERA,2021-06-08,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11933,TERCERA,2021-06-07,MU,AVIVANCO,CARROZA,ALCALDE,AGUILA
11951,TERCERA,2021-06-04,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
11969,TERCERA,2021-06-03,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
11984,TERCERA,2021-06-02,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
12005,TERCERA,2021-06-01,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
12009,TERCERA,2021-07-12,MU,AVIVANCO,CARROZA,MUNITA,AGAJARDO
12011,TERCERA,2021-07-13,AVIVANCO,CARROZA,MU,MUNITA,AGUILA
12015,TERCERA,2021-07-14,MU,CARROZA,SILVA,AGAJARDO,ALCALDE
12024,TERCERA,2021-07-15,MU,SILVA,CARROZA,ALCALDE,ABENAVIDES
12025,TERCERA,2021-07-19,MU,AVIVANCO,CARROZA,MUNITA,AGAJARDO
12039,TERCERA,2021-07-21,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
12045,TERCERA,2021-07-22,MU,AVIVANCO,ARAVANALES,AGUILA,ABENAVIDES
12054,TERCERA,2021-07-23,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
12062,TERCERA,2021-07-26,MU,AVIVANCO,ARAVANALES,CARROZA,ACOPPO
12070,TERCERA,2021-07-27,MU,AVIVANCO,ARAVANALES,MUNITA,AGAJARDO
12081,TERCERA,2021-07-28,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
12095,TERCERA,2021-07-29,MU,AVIVANCO,ARAVANALES,CARROZA,ATAVOLARI
12108,TERCERA,2021-07-30,MU,AVIVANCO,ARAVANALES,CARROZA,HUMERES
12125,TERCERA,2021-07-09,MU,AVIVANCO,CARROZA,ALETELIER,ALCALDE
12140,TERCERA,2021-07-08,MU,AVIVANCO,CARROZA,ALCALDE,ABUAUAD
12158,TERCERA,2021-07-07,MU,CARROZA,MU,HUMERES,AGUILA
12174,TERCERA,2021-07-06,AVIVANCO,CARROZA,MU,AGAJARDO,ALCALDE
12192,TERCERA,2021-07-05,MU,AVIVANCO,CARROZA,ALETELIER,ABENAVIDES
12210,TERCERA,2021-07-02,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
12228,TERCERA,2021-07-01,AVIVANCO,ARAVANALES,ZEPEDA,RUZ,AETCHEBERRY
12230,TERCERA,2021-08-10,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
12233,TERCERA,2021-08-11,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
12236,TERCERA,2021-08-12,MU,ARAVANALES,CARROZA,ALCALDE,AGUILA
12242,TERCERA,2021-08-13,MU,ARAVANALES,CARROZA,ALCALDE,ABENAVIDES
12249,TERCERA,2021-08-16,MU,AVIVANCO,ARAVANALES,CARROZA,ALCALDE
12256,TERCERA,2021-08-17,MU,AVIVANCO,ARAVANALES,AGUILA,ABUAUAD
12264,TERCERA,2021-08-18,MU,VALDERRAMA,AVIVANCO,ARAVANALES,ALCALDE
12282,TERCERA,2021-08-20,MU,AVIVANCO,CARROZA,AGUILA,ABENAVIDES
12301,TERCERA,2021-08-19,MU,AVIVANCO,ARAVANALES,AGAJARDO,ABUAUAD
12305,TERCERA,2021-08-24,MU,AVIVANCO,ARAVANALES,, CARROZA
12316,TERCERA,2021-08-23,MU,AVIVANCO,ARAVANALES,, CARROZA
12332,TERCERA,2021-08-25,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
12346,TERCERA,2021-08-26,MU,AVIVANCO,CARROZA,ALCALDE,ABENAVIDES
12347,TERCERA,2021-08-27,MU,AVIVANCO,ARAVANALES,CARROZA,ABENAVIDES
12362,TERCERA,2021-08-30,MU,AVIVANCO,ARAVANALES,CARROZA,MUNITA
12378,TERCERA,2021-08-31,MU,AVIVANCO,ARAVANALES,MUNITA,AGUILA
12417,TERCERA,2021-08-09,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
12424,TERCERA,2021-08-06,MU,AVIVANCO,ARAVANALES,CARROZA,AGUILA
12433,TERCERA,2021-08-05,MU,AVIVANCO,SILVA,CARROZA,MERA
12456,TERCERA,2021-08-04,MU,AVIVANCO,CARROZA,MUNITA,ABENAVIDES
12498,CUARTA,2020-01-10,, ,A,A,A
12499,CUARTA,2020-01-13,, ,A,A,A
12500,CUARTA,2020-01-14,, ,A,A,A
12502,CUARTA,2020-01-15,BLANCO,SILVA,AREPETTO,LAGOS,ABUAUAD
12508,CUARTA,2020-01-16,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
12516,CUARTA,2020-01-17,BLANCO,SILVA,AREPETTO,MUNITA,AGAJARDO
12527,CUARTA,2020-01-20,BLANCO,AMU,SILVA,AETCHEBERRY,LAGOS
12538,CUARTA,2020-01-21,BLANCO,AMU,SILVA,QUINTANILLA,MUNITA
12550,CUARTA,2020-01-22,BLANCO,SILVA,AREPETTO,QUINTANILLA,LAGOS
12563,CUARTA,2020-01-23,BLANCO,SILVA,AREPETTO,LAGOS,PALLAVICINI
12578,CUARTA,2020-01-24,BLANCO,AMU,SILVA,AREPETTO,BARRA
12594,CUARTA,2020-01-27,BLANCO,ACHEVESICH,AMU,AREPETTO,QUINTANILLA
12608,CUARTA,2020-01-28,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12624,CUARTA,2020-01-29,BLANCO,SILVA,AREPETTO,QUINTANILLA,LAGOS
12642,CUARTA,2020-01-30,ACHEVESICH,AMU,SILVA,AREPETTO,BARRA
12660,CUARTA,2020-01-09,, ,A,A,
12679,CUARTA,2020-01-08,, ,A,A,
12698,CUARTA,2020-01-07,, ,A,A,A
12717,CUARTA,2020-01-06,, ,A,A,A
12739,CUARTA,2020-01-03,BLANCO,ACHEVESICH,AREPETTO,MUNITA,PALLAVICINI
12742,CUARTA,2020-02-10,BLANCO,ACHEVESICH,AMU,SILVA,AETCHEBERRY
12746,CUARTA,2020-02-12,BLANCO,ACHEVESICH,AMU,SILVA,BARRA
12749,CUARTA,2020-02-13,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12754,CUARTA,2020-02-14,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12760,CUARTA,2020-02-17,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12766,CUARTA,2020-02-18,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12774,CUARTA,2020-02-19,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12783,CUARTA,2020-02-20,BLANCO,ACHEVESICH,SILVA,, 
12793,CUARTA,2020-02-21,BLANCO,ACHEVESICH,SILVA,A,
12804,CUARTA,2020-02-24,BLANCO,ACHEVESICH,AMU,SILVA,A
12815,CUARTA,2020-02-25,BLANCO,ACHEVESICH,AMU,SILVA,ABUAUAD
12830,CUARTA,2020-02-26,BLANCO,ACHEVESICH,AMU,SILVA,PALLAVICINI
12844,CUARTA,2020-02-27,BLANCO,ACHEVESICH,AMU,, 
12872,CUARTA,2020-02-07,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12889,CUARTA,2020-02-06,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12906,CUARTA,2020-02-05,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12924,CUARTA,2020-02-11,BLANCO,ACHEVESICH,AMU,SILVA,BARRA
12942,CUARTA,2020-02-03,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
12946,CUARTA,2020-03-11,BLANCO,ACHEVESICH,AMU,SILVA,ZEPEDA
12947,CUARTA,2020-03-10,BLANCO,AMU,, ,AETCHEBERRY
12952,CUARTA,2020-03-12,BLANCO,ACHEVESICH,AMU,SILVA,ZEPEDA
12957,CUARTA,2020-03-13,BLANCO,ACHEVESICH,ZEPEDA,AETCHEBERRY,AGAJARDO
12962,CUARTA,2020-03-16,BLANCO,ACHEVESICH,ZEPEDA,AETCHEBERRY,BARRA
12969,CUARTA,2020-03-17,BLANCO,AMU,ZEPEDA,AGAJARDO,DE
12977,CUARTA,2020-03-18,BLANCO,ACHEVESICH,SILVA,ZEPEDA,AETCHEBERRY
12986,CUARTA,2020-03-19,BLANCO,ACHEVESICH,AMU,SILVA,ZEPEDA
12997,CUARTA,2020-03-23,BLANCO,AMU,SILVA,ZEPEDA,LAGOS
13008,CUARTA,2020-03-24,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13020,CUARTA,2020-03-25,BLANCO,ACHEVESICH,AMU,SILVA,ZEPEDA
13033,CUARTA,2020-03-26,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13046,CUARTA,2020-03-27,BLANCO,AMU,SILVA,MU,AETCHEBERRY
13059,CUARTA,2020-03-30,BLANCO,AMU,SILVA,ZEPEDA.,BARRA
13074,CUARTA,2020-03-09,BLANCO,ACHEVESICH,AMU,SILVA,
13091,CUARTA,2020-03-06,BLANCO,ACHEVESICH,AMU,SILVA,
13109,CUARTA,2020-03-05,BLANCO,ACHEVESICH,AMU,SILVA,
13129,CUARTA,2020-03-04,BLANCO,ACHEVESICH,AMU,SILVA,
13167,CUARTA,2020-03-02,BLANCO,ACHEVESICH,AMU,SILVA,
13170,CUARTA,2020-04-13,BLANCO,AMU,SILVA,ZEPEDA.,BARRA
13173,CUARTA,2020-04-14,BLANCO,AMU,SILVA,ZEPEDA.,BARRA
13177,CUARTA,2020-04-15,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13182,CUARTA,2020-04-16,BLANCO,AMU,SILVA,ZEPEDA.,DE
13188,CUARTA,2020-04-17,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13195,CUARTA,2020-04-20,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13203,CUARTA,2020-04-21,BLANCO,AMU,SILVA,ZEPEDA.,DE
13211,CUARTA,2020-04-22,BLANCO,AMU,SILVA,ZEPEDA.,BARRA
13221,CUARTA,2020-04-23,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13232,CUARTA,2020-04-24,BLANCO,AMU,SILVA,ZEPEDA.,DE
13244,CUARTA,2020-04-27,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13258,CUARTA,2020-04-28,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13272,CUARTA,2020-04-29,BLANCO,AMU,SILVA,ZEPEDA,DE
13287,CUARTA,2020-04-09,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13302,CUARTA,2020-04-08,BLANCO,AMU,SILVA,ZEPEDA.,DE
13319,CUARTA,2020-04-07,BLANCO,AMU,SILVA,ZEPEDA.,DE
13337,CUARTA,2020-04-03,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13358,CUARTA,2020-04-02,BLANCO,AMU,SILVA,ZEPEDA.,AETCHEBERRY
13380,CUARTA,2020-04-01,BLANCO,ACHEVESICH,AMU,SILVA,ZEPEDA.
13384,CUARTA,2020-05-11,BLANCO,AMU,SILVA,ZEPEDA,DE
13387,CUARTA,2020-05-12,BLANCO,AMU,SILVA,ZEPEDA,LAGOS
13390,CUARTA,2020-05-13,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13397,CUARTA,2020-05-14,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13403,CUARTA,2020-05-15,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13410,CUARTA,2020-05-18,BLANCO,AMU,SILVA,ZEPEDA,DE
13418,CUARTA,2020-05-19,BLANCO,AMU,SILVA,ZEPEDA,LAGOS
13426,CUARTA,2020-05-20,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13436,CUARTA,2020-05-22,BLANCO,AMU,SILVA,ZEPEDA,DE
13447,CUARTA,2020-05-25,BLANCO,AMU,SILVA,AETCHEBERRY,BARRA
13460,CUARTA,2020-05-26,BLANCO,AMU,SILVA,ZEPEDA,DE
13472,CUARTA,2020-05-27,BLANCO,AMU,ZEPEDA,AETCHEBERRY,BARRA
13484,CUARTA,2020-05-28,BLANCO,AMU,SILVA,ZEPEDA,DE
13498,CUARTA,2020-05-29,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13514,CUARTA,2020-05-08,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13531,CUARTA,2020-05-07,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13549,CUARTA,2020-05-06,BLANCO,AMU,SILVA,ZEPEDA,DE
13567,CUARTA,2020-05-05,BLANCO,AMU,SILVA,ZEPEDA,A
13588,CUARTA,2020-05-04,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13591,CUARTA,2020-06-10,BLANCO,SILVA,MU,BARRA,DE
13594,CUARTA,2020-06-11,FUENTES,BLANCO,SILVA,MU,AETCHEBERRY
13598,CUARTA,2020-06-12,BLANCO,SILVA,MU,AETCHEBERRY,BARRA
13603,CUARTA,2020-06-15,BLANCO,SILVA,MU,AETCHEBERRY,BARRA
13609,CUARTA,2020-06-16,BLANCO,SILVA,MU,AETCHEBERRY,DE
13616,CUARTA,2020-06-17,BRITO,BLANCO,SILVA,MU,AETCHEBERRY
13624,CUARTA,2020-06-18,BRITO,BLANCO,SILVA,LLANOS,MU
13633,CUARTA,2020-06-19,BLANCO,SILVA,MU,AETCHEBERRY,BARRA
13651,CUARTA,2020-06-23,BLANCO,AMU,SILVA,MU,AETCHEBERRY
13662,CUARTA,2020-06-24,BLANCO,AMU,SILVA,AREPETTO,DE
13684,CUARTA,2020-06-26,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
13697,CUARTA,2020-06-30,BLANCO,AMU,SILVA,AREPETTO,BARRA
13712,CUARTA,2020-06-09,AEGNEM,BLANCO,SILVA,ZEPEDA,BARRA
13725,CUARTA,2020-06-08,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13741,CUARTA,2020-06-05,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13759,CUARTA,2020-06-04,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13775,CUARTA,2020-06-03,BLANCO,AMU,SILVA,ZEPEDA,DE
13794,CUARTA,2020-06-02,BLANCO,AMU,SILVA,ZEPEDA,AETCHEBERRY
13814,CUARTA,2020-06-01,BLANCO,AMU,SILVA,ZEPEDA,BARRA
13817,CUARTA,2020-07-10,BLANCO,AMU,SILVA,AREPETTO,DE
13820,CUARTA,2020-07-13,BRITO,BLANCO,AMU,SILVA,AREPETTO
13824,CUARTA,2020-07-14,BRITO,BLANCO,AMU,SILVA,AREPETTO
13829,CUARTA,2020-07-15,BRITO,BLANCO,AMU,SILVA,AREPETTO
13835,CUARTA,2020-07-17,BLANCO,AMU,SILVA,AREPETTO,BARRA
13842,CUARTA,2020-07-20,BRITO,BLANCO,AMU,SILVA,DE
13850,CUARTA,2020-07-21,BLANCO,AMU,SILVA,AETCHEBERRY,DE
13859,CUARTA,2020-07-22,BLANCO,AMU,SILVA,AREPETTO,BARRA
13870,CUARTA,2020-07-23,BLANCO,AMU,SILVA,AREPETTO,BARRA
13880,CUARTA,2020-07-24,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
13892,CUARTA,2020-07-27,BLANCO,AMU,AREPETTO,LAGOS,AETCHEBERRY
13906,CUARTA,2020-07-28,BLANCO,AMU,SILVA,AREPETTO,BARRA
13920,CUARTA,2020-07-29,BLANCO,AMU,SILVA,AREPETTO,DE
13935,CUARTA,2020-07-30,BLANCO,AMU,SILVA,AREPETTO,DE
13951,CUARTA,2020-07-31,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
13968,CUARTA,2020-07-09,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
13988,CUARTA,2020-07-08,BLANCO,AMU,DAHM,SILVA,AREPETTO
14009,CUARTA,2020-07-07,BLANCO,AMU,SILVA,AREPETTO,BARRA
14026,CUARTA,2020-07-06,BLANCO,AMU,SILVA,AREPETTO,BARRA
14047,CUARTA,2020-07-03,BLANCO,AMU,SILVA,AREPETTO,DE
14069,CUARTA,2020-07-02,BRITO,BLANCO,AMU,SILVA,BARRA
14092,CUARTA,2020-07-01,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14093,CUARTA,2020-08-10,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14098,CUARTA,2020-08-11,BLANCO,AMU,SILVA,AREPETTO,BARRA
14102,CUARTA,2020-08-12,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14107,CUARTA,2020-08-13,BLANCO,AMU,SILVA,AREPETTO,DE
14113,CUARTA,2020-08-14,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14120,CUARTA,2020-08-17,BLANCO,AMU,SILVA,AREPETTO,BARRA
14137,CUARTA,2020-08-19,BLANCO,AMU,SILVA,AREPETTO,BARRA
14147,CUARTA,2020-08-20,BLANCO,SILVA,AREPETTO,AETCHEBERRY,DE
14158,CUARTA,2020-08-21,KUNSEMULLER,BLANCO,AMU,SILVA,AREPETTO
14170,CUARTA,2020-08-24,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14183,CUARTA,2020-08-25,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14197,CUARTA,2020-08-26,BLANCO,AMU,SILVA,ABUAUAD,DE
14211,CUARTA,2020-08-27,BLANCO,AMU,SILVA,ABUAUAD,BARRA
14227,CUARTA,2020-08-28,BLANCO,AMU,SILVA,AREPETTO,BARRA
14244,CUARTA,2020-08-31,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14262,CUARTA,2020-08-07,KUNSEMULLER,BLANCO,AMU,SILVA,AREPETTO
14282,CUARTA,2020-08-06,BLANCO,AMU,SILVA,AREPETTO,DE
14302,CUARTA,2020-08-05,BLANCO,AMU,SILVA,AREPETTO,BARRA
14323,CUARTA,2020-08-04,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14345,CUARTA,2020-08-03,BRITO,BLANCO,AMU,SILVA,AREPETTO
14349,CUARTA,2020-09-10,BLANCO,AMU,SILVA,AETCHEBERRY,DE
14350,CUARTA,2020-09-11,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14354,CUARTA,2020-09-14,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14359,CUARTA,2020-09-15,BLANCO,AMU,SILVA,AREPETTO,DE
14366,CUARTA,2020-09-16,BLANCO,AMU,SILVA,AREPETTO,BARRA
14373,CUARTA,2020-09-17,BLANCO,AMU,SILVA,ABUAUAD,BARRA
14385,CUARTA,2020-09-21,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14391,CUARTA,2020-09-22,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14401,CUARTA,2020-09-23,BLANCO,AMU,SILVA,AREPETTO,DE
14413,CUARTA,2020-09-24,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14427,CUARTA,2020-09-25,BRITO,BLANCO,AMU,AREPETTO,AETCHEBERRY
14432,CUARTA,2020-09-28,ACHEVESICH,AMU,SILVA,AREPETTO,AETCHEBERRY
14447,CUARTA,2020-09-29,BLANCO,ACHEVESICH,AMU,AETCHEBERRY,BARRA
14460,CUARTA,2020-09-30,BLANCO,AMU,SILVA,AREPETTO,DE
14478,CUARTA,2020-09-09,BLANCO,AMU,SILVA,AREPETTO,LAGOS
14494,CUARTA,2020-09-08,BLANCO,AMU,SILVA,LAGOS,BARRA
14510,CUARTA,2020-09-07,BRITO,BLANCO,AMU,SILVA,AREPETTO
14533,CUARTA,2020-09-04,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14558,CUARTA,2020-09-03,BLANCO,AMU,SILVA,AREPETTO,BARRA
14574,CUARTA,2020-09-02,BLANCO,AMU,SILVA,AREPETTO,ABUAUAD
14596,CUARTA,2020-09-01,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14599,CUARTA,2020-10-13,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14602,CUARTA,2020-10-14,BLANCO,AMU,SILVA,AREPETTO,BARRA
14605,CUARTA,2020-10-15,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
14610,CUARTA,2020-10-16,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14616,CUARTA,2020-10-19,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14623,CUARTA,2020-10-20,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14631,CUARTA,2020-10-21,BLANCO,AMU,SILVA,AETCHEBERRY,MUNITA
14639,CUARTA,2020-10-22,ACHEVESICH,AMU,SILVA,AREPETTO,BARRA
14651,CUARTA,2020-10-23,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14662,CUARTA,2020-10-27,BLANCO,ACHEVESICH,AMU,SILVA,BARRA
14689,CUARTA,2020-10-28,AMU,SILVA,AREPETTO,BARRA,DE
14701,CUARTA,2020-10-29,BRITO,BLANCO,AMU,SILVA,AETCHEBERRY
14716,CUARTA,2020-10-30,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14731,CUARTA,2020-10-09,BLANCO,ACHEVESICH,AMU,SILVA,PALLAVICINI
14748,CUARTA,2020-10-08,BLANCO,ACHEVESICH,SILVA,AREPETTO,DE
14766,CUARTA,2020-10-07,BLANCO,AMU,AREPETTO,AETCHEBERRY,BARRA
14784,CUARTA,2020-10-06,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14804,CUARTA,2020-10-05,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14825,CUARTA,2020-10-02,BLANCO,ACHEVESICH,SILVA,AREPETTO,DE
14846,CUARTA,2020-10-01,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14849,CUARTA,2020-11-10,AMU,SILVA,MERA,BARRA,DE
14852,CUARTA,2020-11-11,AMU,SILVA,ARAVANALES,MERA,BARRA
14856,CUARTA,2020-11-12,AMU,SILVA,AREPETTO,MERA,AETCHEBERRY
14861,CUARTA,2020-11-13,AMU,SILVA,MERA,BARRA,AGAJARDO
14868,CUARTA,2020-11-16,AMU,SILVA,AREPETTO,MERA,AETCHEBERRY
14875,CUARTA,2020-11-17,SILVA,AREPETTO,BIEL,MERA,BARRA
14883,CUARTA,2020-11-18,AMU,AREPETTO,ARAVANELES,MERA,DE
14893,CUARTA,2020-11-19,SILVA,AREPETTO,MERA,MUNITA,BARRA
14903,CUARTA,2020-11-20,AMU,SILVA,AREPETTO,MERA,BARRA
14914,CUARTA,2020-11-23,AMU,AREPETTO,MERA,AETCHEBERRY,ABUAUAD
14926,CUARTA,2020-11-24,BLANCO,AMU,AREPETTO,PALLAVICINI,DE
14939,CUARTA,2020-11-25,BLANCO,ACHEVESICH,AMU,SILVA,AREPETTO
14955,CUARTA,2020-11-26,ACHEVESICH,AMU,SILVA,AETCHEBERRY,BARRA
14971,CUARTA,2020-11-27,AMU,SILVA,AREPETTO,AETCHEBERRY,ABUAUAD
14988,CUARTA,2020-11-30,BLANCO,AMU,SILVA,AREPETTO,AETCHEBERRY
15005,CUARTA,2020-11-09,AMU,SILVA,AREPETTO,MERA,BARRA
15023,CUARTA,2020-11-06,MU,SHERTZER,MERA,LAGOS,AETCHEBERRY
15042,CUARTA,2020-11-05,PRADO,SILVA,AREPETTO,MERA,AETCHEBERRY
15062,CUARTA,2020-11-04,SILVA,AREPETTO,ARAVANALES,MERA,AETCHEBERRY
15083,CUARTA,2020-11-03,AMU,AREPETTO,MERA,AETCHEBERRY,DE
15106,CUARTA,2020-11-02,ACHEVESICH,AMU,SILVA,AREPETTO,MERA
15109,CUARTA,2020-12-10,AMU,SILVA,ARAVANALES,PALLAVICINI,DE
15113,ACTA DE INSTALACION  DE  LA CUARTA ,2020-12-10,,,,,
15118,CUARTA,2020-12-14,AMU,SILVA,ARAVANALES,MUNITA,DE
15120,ACTA DE INSTALACION  DE  LA CUARTA ,2020-12-14,,,,,
15122,CUARTA,2020-12-15,BLANCO,AMU,AREPETTO,BIEL,LAGOS
15128,CUARTA,2020-12-16,BLANCO,AMU,SILVA,AREPETTO,BARRA
15135,CUARTA,2020-12-17,BLANCO,AMU,AREPETTO,AETCHEBERRY,DE
