,Sala,Presidente,Ministros,Integrantes,Fecha2,Ministros2,Abogados,Integrante1,Integrante2,Integrante3,Integrante4,Causa1,Causa2,Causa3,Causa4
1010,PRIMERA,  VALDES,  SILVA FUENTES   ,SILVA FUENTES  PEÑAILILLO FIGUEROA ,2015-09-15 00:00:00,,  PEÑAILILLO  FIGUEROA ,SILVA,FUENTES,,PEÑAILILLO,feriado,,,
1013,PRIMERA,  JUICA,  VALDES SILVA FUENTES   ,VALDES SILVA FUENTES GOMEZ,2015-09-16 00:00:00,,   GOMEZ,VALDES,SILVA,FUENTES,GOMEZ,feriado,,,
1019,PRIMERA,  VALDES,  1SILVA FUENTES   ,1SILVA FUENTES  LAGOS FIGUEROA ,2015-09-17 00:00:00,,  LAGOS  FIGUEROA ,1SILVA,FUENTES,,LAGOS,feriado,,,
1024,PRIMERA,  VALDES,   CARREÑO VALDERRAMA RR MINISTRO SUPLENTE:  PFEIFFER,CARREÑO VALDERRAMA RR MINISTRO SUPLENTE: PFEIFFER LAGOS,2015-09-21 00:00:00,MINISTRO SUPLENTE: SEÑOR PFEIFFER,  LAGOS,CARREÑO,VALDERRAMA,RR,MINISTRO,licencia,comisión,,
1030,PRIMERA,  VALDEÉS, * CARREÑO  MINISTRO SUPLENTE:  PFEIFFER  FISCAL:  ESCOBAR,* CARREÑO MINISTRO SUPLENTE: PFEIFFER FISCAL: ESCOBAR PEÑAILILLO,2015-09-22 00:00:00,"PFEIFFER, EL FiscaL: señor ESCOBAR",   PEÑAILILLO,*,CARREÑO,MINISTRO,SUPLENTE:,licencia,comisión,,
1038,PRIMERA,  VALDES,  = CARRENO  MINISTRO SUPLENTE:  ,= CARRENO MINISTRO SUPLENTE: ,2015-09-23 00:00:00,,  ,=,CARRENO,MINISTRO,SUPLENTE:,licencia,comisión,,
1047,PRIMERA,  VALDES, =* CARRENO  MINISTRO SUPLENTE:  ,=* CARRENO MINISTRO SUPLENTE: ,,,  ,=*,CARRENO,MINISTRO,SUPLENTE:,licencia,comisión,,
1059,PRIMERA,  JUICA,  DOLMESTCH VALDES CARREÑO ,DOLMESTCH VALDES CARREÑO PIZARRO,,,   PIZARRO,DOLMESTCH,VALDES,CARREÑO,PIZARRO,permiso,,,
1066,PRIMERA,  VALDES,  SILVA FUENTES   ,SILVA FUENTES  LAGOS FIGUEROA ,2015-09-29 00:00:00,,  LAGOS  FIGUEROA ,SILVA,FUENTES,,LAGOS,comisión,permiso,,
1085,PRIMERA,  VALDES,  FUENTES  MINISTRO SUPLENTE:  PFEIFFER  FISCAL:  ESCOBAR,FUENTES MINISTRO SUPLENTE: PFEIFFER FISCAL: ESCOBAR PENÑAILILLO,2015-09-09 00:00:00,"PFEIFFER, EL FISCAL: SEÑOR ESCOBAR",   PENÑAILILLO,FUENTES,MINISTRO,SUPLENTE:,PFEIFFER,permiso,feriado,,
1094,PRIMERA,  VALDES,  SILVA  FISCAL  ESCOBAR  LOS ,SILVA FISCAL ESCOBAR LOS PEÑAILILLO ,2015-09-08 00:00:00,,  PEÑAILILLO  ,SILVA,FISCAL,ESCOBAR,LOS,feriado,subroga,,
1105,PRIMERA,  SILVA,  FUENTES  FISCAL  ESCOBAR  ,FUENTES FISCAL ESCOBAR LAGOS GOMEZ ,2015-09-07 00:00:00,,  LAGOS  GOMEZ ,FUENTES,FISCAL,ESCOBAR,LAGOS,comisión,feriado,,
1132,PRIMERA,  SILVA,  FUENTES FISCAL:  ESCOBAR  ,FUENTES FISCAL: ESCOBAR PEÑAILILLO ,2015-09-03 00:00:00,,  PEÑAILILLO  ,FUENTES,FISCAL:,ESCOBAR,PEÑAILILLO,comisión,feriado,,
1144,PRIMERA,  VALDES,  SILVA FUENTES   ,SILVA FUENTES  GOMEZ FIGUEROA ,2015-09-02 00:00:00,,  GOMEZ  FIGUEROA ,SILVA,FUENTES,,GOMEZ,permiso,feriado,,
1156,PRIMERA,  CARREÑO,  SILVA FUENTES   ,SILVA FUENTES  MA TUS FIGUEROA ,2015-09-01 00:00:00,,  MA TUS  FIGUEROA ,SILVA,FUENTES,,MA,permiso,feriado,,
1158,PRIMERA,  VALDES,  *  CARREÑO SETORA MAGGI  FUENTES,* CARREÑO SETORA MAGGI FUENTES FIGUEROA,,FUENTES,   FIGUEROA,*,CARREÑO,SETORA,MAGGI,comisión,,,
1161,PRIMERA,  VALDES,  CARREÑO  MAGGI  FUENTES,CARREÑO MAGGI FUENTES FIGUEROA,,FUENTES,   FIGUEROA,CARREÑO,MAGGI,FUENTES,FIGUEROA,comisión,,,
1166,PRIMERA, SRAMA GGI,  FUENTES FISCAL  ESCOBAR  ,FUENTES FISCAL ESCOBAR PEÑAILILLO ,2015-10-19 00:00:00,,  PEÑAILILLO  ,FUENTES,FISCAL,ESCOBAR,PEÑAILILLO,licencia,comisión,,
1170,PRIMERA, CARREÑO,  SILVA  MAGGIL  FUENTES,SILVA MAGGIL FUENTES PEÑAILILLO,2015-10-20 00:00:00,FUENTES,   PEÑAILILLO,SILVA,MAGGIL,FUENTES,PEÑAILILLO,licencia,,,
1176,PRIMERA, CARRENO,  SILVA  MAGGI  FUENTES,SILVA MAGGI FUENTES PEÑAILILLO,2015-10-21 00:00:00,FUENTES,   PEÑAILILLO,SILVA,MAGGI,FUENTES,PEÑAILILLO,licencia,,,
1182,PRIMERA, CARREÑO,  SILVA RA MAGGI  FUENTES,"SILVA RA MAGGI FUENTES GOMEZ, |",2015-10-22 00:00:00,FUENTES,"   GOMEZ, |",SILVA,RA,MAGGI,FUENTES,licencia,,,
1197,PRIMERA, CARREÑO,  SILVA  MAGGI  FUENTES,SILVA MAGGI FUENTES GOMEZ,2015-10-26 00:00:00,FUENTES,   GOMEZ,SILVA,MAGGI,FUENTES,GOMEZ,licencia,,,
1201,PRIMERA, CARREÑO, = SILVA  MAGGI FISCAL  ESCOBAR,= SILVA MAGGI FISCAL ESCOBAR ,2015-10-27 00:00:00,ESCOBAR,  ,=,SILVA,MAGGI,FISCAL,licencia,subroga,,
1208,PRIMERA, CARREÑO,  SILVA FUENTES FISCAL:  ESCOBAR,SILVA FUENTES FISCAL: ESCOBAR PEÑAILILLO,2015-10-28 00:00:00,ESCOBAR,   PEÑAILILLO,SILVA,FUENTES,FISCAL:,ESCOBAR,feriado,,,
1217,PRIMERA,  CARREÑO,  SILVA  MAGGI  FUENTES,SILVA MAGGI FUENTES PEÑATLILLO,2015-10-29 00:00:00,FUENTES,   PEÑATLILLO,SILVA,MAGGI,FUENTES,PEÑATLILLO,feriado,,,
1242,PRIMERA,,  FUENTES  FISCAL:  ESCOBAR  ,FUENTES FISCAL: ESCOBAR PEÑAILILLO ,2015-10-08 00:00:00,,  PEÑAILILLO  ,FUENTES,FISCAL:,ESCOBAR,PEÑAILILLO,comisión,,,
1250,PRIMERÁA,  CARREÑO,  QBRITO  MNISTRO SUPLENTE:  ,QBRITO MNISTRO SUPLENTE: ,2015-10-07 00:00:00,,  ,QBRITO,MNISTRO,SUPLENTE:,,licencia,comisión,,
1259,PRIMERA,  CARREÑO,  SILVA  MAGGI SRÑOR FUENTES,SILVA MAGGI SRÑOR FUENTES PEÑALLILLO,2015-10-06 00:00:00,FUENTES,   PEÑALLILLO,SILVA,MAGGI,SRÑOR,FUENTES,comisión,,,
1272,PRIMERA,  CARRENO,  SILVA  MAGGI SEÑOOR FUENTES,SILVA MAGGI SEÑOOR FUENTES FIGUEROA,2015-10-05 00:00:00,FUENTES,   FIGUEROA,SILVA,MAGGI,SEÑOOR,FUENTES,comisión,,,
1292,PRIMERA,  VALDES,  CARREÑO SILVA FUENTES   ,CARREÑO SILVA FUENTES ,2015-10-01 00:00:00,, ,CARREÑO,SILVA,FUENTES,,comisión,,,
1295,PRIMERA,  CARREÑO,  SILVA  MAGGI  FUENTES ,SILVA MAGGI FUENTES ,2015-11-11 00:00:00,, ,SILVA,MAGGI,FUENTES,,comisión,,,
1297,PRIMERA,,  FUENTES  FISCAL:  ESCOBAR  ,FUENTES FISCAL: ESCOBAR LAGOS FIGUEROA ,2015-11-12 00:00:00,,  LAGOS  FIGUEROA ,FUENTES,FISCAL:,ESCOBAR,LAGOS,comisión,,,
1301,PRIMERA,  SILVA,  MAGGI  DALHIM   ,MAGGI DALHIM  QUINTANILLA FIGUEROA ,2015-11-16 00:00:00,,  QUINTANILLA  FIGUEROA ,MAGGI,DALHIM,,QUINTANILLA,comisión,,,
1306,PRIMERA,  CARREÑO,  SILVA  MAGGI   ,SILVA MAGGI  CORREA FIGUEROA ,2015-11-17 00:00:00,,  CORREA  FIGUEROA ,SILVA,MAGGI,,CORREA,comisión,,,
1310,PRIMERA,  SILVA,  DAFIM  FISCAL:  ESCOBAR  LOS ,DAFIM FISCAL: ESCOBAR LOS PEÑAILILLO LAGOS ,2015-11-18 00:00:00,,  PEÑAILILLO  LAGOS ,DAFIM,FISCAL:,ESCOBAR,LOS,comisión,permiso,,
1315,PRIMERA,  SILVA,,GOMEZ FIGUEROA ,2015-11-19 00:00:00,,  GOMEZ  FIGUEROA ,GOMEZ,FIGUEROA,,,comisión,,,
1323,PRIMERA,  VALDES,,PEÑAILILLO,2015-11-23 00:00:00,,   PEÑAILILLO,PEÑAILILLO,,,,permiso,,,
1329,PRIMERA,  VALDES,,PEÑAILILLO,2015-11-24 00:00:00,,   PEÑAILILLO,PEÑAILILLO,,,,comisión,,,
1335,PRIMERA,  CARREÑO,,,2015-11-25 00:00:00,, ,,,,,,,,
1341,PRIMERA,  VALDES,,PEÑAILILLO PRADO ,2015-11-26 00:00:00,,  PEÑAILILLO  PRADO ,PEÑAILILLO,PRADO,,,comisión,,,
1355,PRIMERA,  VALDES,  BRITO SILVA FUENTES  £ ABOCABO ,BRITO SILVA FUENTES £ ABOCABO FIGUEROA,2015-11-30 00:00:00,,   FIGUEROA,BRITO,SILVA,FUENTES,£,comisión,permiso,,
1365,PRIMERA,  SIL V A,  MAGGI  FUENTES  FISCAL: SSEÑR ESCOBAR,MAGGI FUENTES FISCAL: SSEÑR ESCOBAR ,2015-11-09 00:00:00,sSEÑR ESCOBAR,  ,MAGGI,FUENTES,FISCAL:,SSEÑR,feriado,,,
1380,PRIMERA,,  FUENTES  FISCAL:  ESCOBAR  ,FUENTES FISCAL: ESCOBAR LAGOS FIGUEROA ,2015-11-05 00:00:00,,  LAGOS  FIGUEROA ,FUENTES,FISCAL:,ESCOBAR,LAGOS,comisión,feriado,,
1387,PRIMERA,  BRITO,  SILVA £SEEÑORA MAGGI — FUENTES,SILVA £SEEÑORA MAGGI — FUENTES PIZARRO,2015-11-04 00:00:00,FUENTES,   PIZARRO,SILVA,£SEEÑORA,MAGGI,—,comisión,feriado,,
1397,PRIMERA,  SILVA,  MÁAGGI  FUENTES  LOS ,MÁAGGI FUENTES LOS PIZARRO FIGUEROA ,2015-11-03 00:00:00,,  PIZARRO  FIGUEROA ,MÁAGGI,FUENTES,LOS,PIZARRO,comisión,feriado,,
1408,PRIMERA,  SILVA,  MAGGI  FUENTES  LOS ,MAGGI FUENTES LOS LAGOS FIGUEROA ,2015-11-02 00:00:00,,  LAGOS  FIGUEROA ,MAGGI,FUENTES,LOS,LAGOS,comisión,feriado,,
1410,PRIMERA,  VALDES,  MAGGI  FUENTES   ,MAGGI FUENTES  RODRIGUEZ LAGOS ,2015-12-10 00:00:00,,  RODRIGUEZ  LAGOS ,MAGGI,FUENTES,,RODRIGUEZ,comisión,,,
1413,PRIMERA,  VALDES,  CARREÑO SILVA SEORA MAGGI  ,CARREÑO SILVA SEORA MAGGI  PEÑAILILLO,2015-12-14 00:00:00,,   PEÑAILILLO,CARREÑO,SILVA,SEORA,MAGGI,subroga,,,
1415,PRIMERA,  DOLMESTCHEL,  VALDÉS CARREÑO SILVA   ,VALDÉS CARREÑO SILVA PEÑAILILLO,2015-12-15 00:00:00,,   PEÑAILILLO,VALDÉS,CARREÑO,SILVA,PEÑAILILLO,permiso,subroga,,
1418,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2015-12-16 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1422,PRIMERA,  VALDES,  MAGGI SEOR FUENTES “ LOS ,MAGGI SEOR FUENTES “ LOS PEÑAILILLO GOMEZ ,2015-12-17 00:00:00,,  PEÑAILILLO  GOMEZ ,MAGGI,SEOR,FUENTES,“,comisión,,,
1427,PRIMERA,  VALDES,  MAGGI  FUENTES “ LOS ,MAGGI FUENTES “ LOS QUINTANILLA GOMEZ ,2015-12-21 00:00:00,,  QUINTANILLA  GOMEZ ,MAGGI,FUENTES,“,LOS,comisión,,,
1432,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2015-12-23 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1437,PRIMERA,  JUICA,  VALDÉS SILVA  MAGGI  ,VALDÉS SILVA MAGGI ,2015-12-28 00:00:00,, ,VALDÉS,SILVA,MAGGI,,permiso,,,
1442,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2015-12-29 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1449,. PRIMERA,  VALDES,  MÁAGGI  FUENTES  LOOS ,"MÁAGGI FUENTES LOOS LAGOS GÓMEZ, ",2015-12-30 00:00:00,,"  LAGOS  GÓMEZ, ",MÁAGGI,FUENTES,LOOS,LAGOS,comisión,,,
1455,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2015-12-31 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1463,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2015-12-09 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1472,PRIMERA,  VALDEÉS,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  LAGOS,2015-12-07 00:00:00,,   LAGOS,CARREÑO,SILVA,MAGGI,,permiso,,,
1487,PRIMERA,  VALDES,  MAGGI  FUENTES  LOS ,MAGGI FUENTES LOS ETCHEBERRY ,2015-12-03 00:00:00,,  ETCHEBERRY   ,MAGGI,FUENTES,LOS,ETCHEBERRY,comisión,permiso,,
1499,PRIMERA,  MUÑOZ,  JUICA DOLMESTCH VALDÉS ,JUICA DOLMESTCH VALDÉS ,2015-12-02 00:00:00,, ,JUICA,DOLMESTCH,VALDÉS,,permiso,feriado,,
1509,PRIMERA,  Y ALDES, * CARREÑO SILVA FUENTES   ,* CARREÑO SILVA FUENTES FIGUEROA,2015-12-01 00:00:00,,   FIGUEROA,*,CARREÑO,SILVA,FUENTES,comisión,,,
1511,PRIMERA,  VALDES,  SILVA  MAGGI  FUENTES ,SILVA MAGGI FUENTES PRADO,2016-01-11 00:00:00,,   PRADO,SILVA,MAGGI,FUENTES,PRADO,permiso,,,
1514,PRIMERA,  VALDES,  CARREÑO SILVA SEORA MAGGI  ,CARREÑO SILVA SEORA MAGGI ,2016-01-12 00:00:00,, ,CARREÑO,SILVA,SEORA,MAGGI,,,,
1517,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  PEÑAILILLO,2016-01-13 00:00:00,,   PEÑAILILLO,CARREÑO,SILVA,MAGGI,,permiso,,,
1520,PRIMERA,  VALDEÉS,  CARREÑO SEORA MAGGI  LOS ,CARREÑO SEORA MAGGI LOS PEÑAILILLO GÓMEZ ,2016-01-14 00:00:00,,  PEÑAILILLO  GÓMEZ ,CARREÑO,SEORA,MAGGI,LOS,permiso,,,
1526,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  PEÑAILILLO,2016-01-18 00:00:00,,   PEÑAILILLO,CARREÑO,SILVA,MAGGI,,licencia,,,
1530,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  PEÑAILILLO,2016-01-19 00:00:00,,   PEÑAILILLO,CARREÑO,SILVA,MAGGI,,licencia,,,
1536,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  FIGUEROA,2016-01-20 00:00:00,,   FIGUEROA,CARREÑO,SILVA,MAGGI,,licencia,,,
1541,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  MINISTROS:  CARREÑO SILVA  MAGGI,CARREÑO SILVA MAGGI MINISTROS: CARREÑO SILVA MAGGI PIZARRO,2016-01-21 00:00:00,"MINISTROS: SEÑORES CARREÑO, SILVA, señora MAGGI",   PIZARRO,CARREÑO,SILVA,MAGGI,MINISTROS:,licencia,,,
1549,- PRIMERA,  VALDES,  SILVA  MAGGI   ,SILVA MAGGI  GÓMEZ FIGUEROA ,2016-01-25 00:00:00,,  GÓMEZ  FIGUEROA ,SILVA,MAGGI,,GÓMEZ,licencia,permiso,,
1554,PRIMERÁA,  VALDÉS,  CARREÑO SILVA  MAGGI  - ,CARREÑO SILVA MAGGI - GÓMEZ,2016-01-26 00:00:00,,   GÓMEZ,CARREÑO,SILVA,MAGGI,-,licencia,,,
1560,PRIMERA,  VALDES,  CARRENO SILVA   ,CARRENO SILVA  PEÑAILILLO GÓMEZ ,2016-01-27 00:00:00,,  PEÑAILILLO  GÓMEZ ,CARRENO,SILVA,,PEÑAILILLO,permiso,,,
1568,PRIMERA,  VALDES,  CARREÑO SILVA   ,CARREÑO SILVA  PEÑAILILLO FIGUEROA ,2016-01-28 00:00:00,,  PEÑAILILLO  FIGUEROA ,CARREÑO,SILVA,,PEÑAILILLO,licencia,permiso,,
1582,PRIMERA,  VALDES,  SILVA SEEÑORRA MAGGI  FUENTES ,SILVA SEEÑORRA MAGGI FUENTES PRADO,2016-01-07 00:00:00,,   PRADO,SILVA,SEEÑORRA,MAGGI,FUENTES,,,,
1590,PRIMERA,  VALDES,  CARREÑO SILVA SEORA MAGGI  ,CARREÑO SILVA SEORA MAGGI ,,, ,CARREÑO,SILVA,SEORA,MAGGI,,,,
1599,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2016-01-05 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1609,PRIMERA,  VA LDES,  CARRENO SILVA RA MAGGI  ,CARRENO SILVA RA MAGGI ,2016-01-04 00:00:00,, ,CARRENO,SILVA,RA,MAGGI,,,,
1611,PRIMERA,  VALDES,  PIERRY FUENTES ARÁNGUIZ  ,PIERRY FUENTES ARÁNGUIZ ,2016-02-10 00:00:00,, ,PIERRY,FUENTES,ARÁNGUIZ,,permiso,feriado,,
1615,PRIMERA,  VALDES,  PIERRY  SANDOVAL  ,PIERRY SANDOVAL ,,, ,PIERRY,SANDOVAL,,,feriado,subroga,,
1619,PRIMERA,  CARREÑO,  PIERRY  SANDOVAL  ,PIERRY SANDOVAL ,2016-02-15 00:00:00,, ,PIERRY,SANDOVAL,,,permiso,feriado,,
1624,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA  ,CARREÑO PIERRY SILVA ,2016-02-16 00:00:00,, ,CARREÑO,PIERRY,SILVA,,permiso,feriado,subroga,
1630,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA   ,CARREÑO PIERRY SILVA ,,, ,CARREÑO,PIERRY,SILVA,,permiso,feriado,subroga,
1637,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA  SEÑOORRA ,CARREÑO PIERRY SILVA SEÑOORRA ,2016-02-18 00:00:00,, ,CARREÑO,PIERRY,SILVA,SEÑOORRA,permiso,feriado,subroga,
1645,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA   ,CARREÑO PIERRY SILVA ,2016-02-22 00:00:00,, ,CARREÑO,PIERRY,SILVA,,permiso,feriado,subroga,
1654,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA  ,CARREÑO PIERRY SILVA ,2016-02-23 00:00:00,, ,CARREÑO,PIERRY,SILVA,,feriado,subroga,,
1664,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA   ,CARREÑO PIERRY SILVA ,2016-02-24 00:00:00,, ,CARREÑO,PIERRY,SILVA,,feriado,subroga,,
1675,PRIMERA,  CARREÑO,  PIERRY SILVA  EGNEM   ,PIERRY SILVA EGNEM GOMEZ,2016-02-25 00:00:00,,   GOMEZ,PIERRY,SILVA,EGNEM,GOMEZ,comisión,feriado,,
1687,PRIMERA,  VALDES,  CARREÑO PIERRY SILVA   ,CARREÑO PIERRY SILVA ,2016-02-29 00:00:00,, ,CARREÑO,PIERRY,SILVA,,feriado,subroga,,
1700,PRIMERA,  VALDES,  FUENTES  CHEVESICH  VALDERRAMA,FUENTES CHEVESICH VALDERRAMA PRADO,2016-02-09 00:00:00,VALDERRAMA,   PRADO,FUENTES,CHEVESICH,VALDERRAMA,PRADO,permiso,feriado,subroga,
1714,PRIMERA,"  VA LDES,",  PIERRY FUENTES ARÁNGUIZ  ,PIERRY FUENTES ARÁNGUIZ ,2016-02-08 00:00:00,, ,PIERRY,FUENTES,ARÁNGUIZ,,feriado,,,
1742,PRIMERA,  VALDES,  PIERRY FUENTES ARÁNGUIZ  ,PIERRY FUENTES ARÁNGUIZ ,2016-02-04 00:00:00,, ,PIERRY,FUENTES,ARÁNGUIZ,,feriado,,,
1758,PRIMERA,  VALDÉS,  PIERRY FUENTES ARÁNGUIZ  ,PIERRY FUENTES ARÁNGUIZ ,2016-02-03 00:00:00,, ,PIERRY,FUENTES,ARÁNGUIZ,,feriado,,,
1775,PRIMERA,  VALDES,  PIERRY FUENTES ARÁNGUIZ  ,PIERRY FUENTES ARÁNGUIZ ,2016-02-02 00:00:00,, ,PIERRY,FUENTES,ARÁNGUIZ,,feriado,,,
1793,PRIMERA,  Y ALDÉS,  PIERRY ARÁNGUIZ ,PIERRY ARÁNGUIZ GÓMEZ,2016-02-01 00:00:00,,   GÓMEZ,PIERRY,ARÁNGUIZ,GÓMEZ,,licencia,feriado,,
1796,PRIMERA,  VA LDEÉS,  CARREÑO SILVA  MAGGI  ,"CARREÑO SILVA MAGGI  GOMEZ,",2016-03-10 00:00:00,,"   GOMEZ,",CARREÑO,SILVA,MAGGI,,subroga,,,
1797,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2016-03-14 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1798,PRIMERA,  CARREÑO,  SSILVA  MAGGI  ,SSILVA MAGGI  PEÑAILILLO,2016-03-15 00:00:00,,   PEÑAILILLO,SSILVA,MAGGI,,PEÑAILILLO,comisión,,,
1800,PRIMERA,  CARREÑO,  SILVA  MAGGI  FUENTES,SILVA MAGGI FUENTES PEÑAILILLO,2016-03-16 00:00:00,FUENTES,   PEÑAILILLO,SILVA,MAGGI,FUENTES,PEÑAILILLO,comisión,,,
1804,PRIMERA,  CARREÑO,  SILVA FUENTES   ,SILVA FUENTES  GOMEZ FIGUEROA ,2016-03-17 00:00:00,,  GOMEZ  FIGUEROA ,SILVA,FUENTES,,GOMEZ,comisión,,,
1809,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2016-03-21 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1812,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2016-03-22 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1814,PRIMERA,"  VALDES,",  CARREÑO  MAGGI  FISCAL  ESCOBAR,CARREÑO MAGGI FISCAL ESCOBAR ,2015-03-23 00:00:00,sEÑOR ESCOBAR,  ,CARREÑO,MAGGI,FISCAL,ESCOBAR,licencia,comisión,,
1820,PRIMERA,  VALDES,,LAGOS GOMEZ ,2016-03-24 00:00:00,,  LAGOS  GOMEZ ,LAGOS,GOMEZ,,,licencia,permiso,,
1827,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  FIGUEROA,2016-03-28 00:00:00,,   FIGUEROA,CARREÑO,SILVA,MAGGI,,permiso,,,
1833,instalar la PRIMERA,  VALDES,  CARREÑO SILVA  ,CARREÑO SILVA ,2016-03-29 00:00:00,, ,CARREÑO,SILVA,,,,,,
1844,instalar la PRIMERA,  VALDES,  CARREÑO SILVA  ,CARREÑO SILVA ,2016-03-30 00:00:00,, ,CARREÑO,SILVA,,,,,,
1851,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  FIGUEROA,2016-03-31 00:00:00,,   FIGUEROA,CARREÑO,SILVA,MAGGI,,subroga,,,
1857,PRIMERA,  VALDEÉS,  CARREÑO SILVA SETÑORA MAGGI  ,CARREÑO SILVA SETÑORA MAGGI ,2016-03-09 00:00:00,, ,CARREÑO,SILVA,SETÑORA,MAGGI,,,,
1866,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  PEÑAILILLO,2016-03-08 00:00:00,,   PEÑAILILLO,CARREÑO,SILVA,MAGGI,,subroga,,,
1877,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2016-03-07 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1899,PRIMERA,  VALDEÉS,  CARREÑO SILVA SEORA MAGGI  ,CARREÑO SILVA SEORA MAGGI ,2016-03-03 00:00:00,, ,CARREÑO,SILVA,SEORA,MAGGI,,,,
1908,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI ,2016-03-02 00:00:00,, ,CARREÑO,SILVA,MAGGI,,,,,
1921,PRIMERA,  CARREÑO,  SILVA RA MAGGI SEEÑOR ARANGUIZ,SILVA RA MAGGI SEEÑOR ARANGUIZ GOMEZ,2016-04-11 00:00:00,ARANGUIZ,   GOMEZ,SILVA,RA,MAGGI,SEEÑOR,comisión,feriado,,
1923,PRIMERA,  CARRENO,  SILVA  MAGGI   ,SILVA MAGGI  LAGOS GOMEZ ,2016-04-12 00:00:00,,  LAGOS  GOMEZ ,SILVA,MAGGI,,LAGOS,permiso,feriado,,
1925,PRIMERA,  VALDES,  SILVA  MAGGI   ,SILVA MAGGI  LAGOS PRADO ,2016-04-13 00:00:00,,  LAGOS  PRADO ,SILVA,MAGGI,,LAGOS,feriado,,,
1929,PRIMERA,  VALDES,  CARRENO SILVA SEEÑORA MAGGI  ,CARRENO SILVA SEEÑORA MAGGI  CORREA,2016-04-14 00:00:00,,   CORREA,CARRENO,SILVA,SEEÑORA,MAGGI,feriado,,,
1936,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  FIGUEROA,2016-04-18 00:00:00,,   FIGUEROA,CARREÑO,SILVA,MAGGI,,feriado,,,
1940,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  MINISTROS:  CARREÑO SILVA  MAGGI,CARREÑO SILVA MAGGI MINISTROS: CARREÑO SILVA MAGGI LAGOS,2016-04-19 00:00:00,"MINISTROS: SEÑORES CARREÑO, SILVA, señora MAGGI",   LAGOS,CARREÑO,SILVA,MAGGI,MINISTROS:,feriado,,,
1945,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  FIGUEROA,2016-04-20 00:00:00,,   FIGUEROA,CARREÑO,SILVA,MAGGI,,feriado,,,
1950,PRIMERA,  VALDES,  CARREÑO SILVA  MAGGI  ,CARREÑO SILVA MAGGI  GOMEZ,2016-04-21 00:00:00,,   GOMEZ,CARREÑO,SILVA,MAGGI,,feriado,,,
