index,Posesión de balón_local_final,Remates_local_final,Remates a puerta_local_final,Remates fuera_local_final,Remates rechazados_local_final,Córneres_local_final,Fueras de juego_local_final,Paradas_local_final,Faltas_local_final,Tarjetas rojas_local_final,Tarjetas amarillas_local_final,Pases totales_local_final,Tackles_local_final,Ataques_local_final,Ataques peligrosos_local_final,Posesión de balón_visita_final,Remates_visita_final,Remates a puerta_visita_final,Remates fuera_visita_final,Remates rechazados_visita_final,Córneres_visita_final,Fueras de juego_visita_final,Paradas_visita_final,Faltas_visita_final,Tarjetas rojas_visita_final,Tarjetas amarillas_visita_final,Pases totales_visita_final,Tackles_visita_final,Ataques_visita_final,Ataques peligrosos_visita_final,Posesión de balón_local_1T,Remates_local_1T,Remates a puerta_local_1T,Remates fuera_local_1T,Remates rechazados_local_1T,Córneres_local_1T,Fueras de juego_local_1T,Paradas_local_1T,Faltas_local_1T,Tarjetas amarillas_local_1T,Pases totales_local_1T,Tackles_local_1T,Ataques_local_1T,Ataques peligrosos_local_1T,Posesión de balón_visita_1T,Remates_visita_1T,Remates a puerta_visita_1T,Remates fuera_visita_1T,Remates rechazados_visita_1T,Córneres_visita_1T,Fueras de juego_visita_1T,Paradas_visita_1T,Faltas_visita_1T,Tarjetas amarillas_visita_1T,Pases totales_visita_1T,Tackles_visita_1T,Ataques_visita_1T,Ataques peligrosos_visita_1T,Posesión de balón_local_2T,Remates_local_2T,Remates a puerta_local_2T,Remates fuera_local_2T,Remates rechazados_local_2T,Córneres_local_2T,Fueras de juego_local_2T,Paradas_local_2T,Faltas_local_2T,Tarjetas rojas_local_2T,Tarjetas amarillas_local_2T,Pases totales_local_2T,Tackles_local_2T,Ataques_local_2T,Ataques peligrosos_local_2T,Posesión de balón_visita_2T,Remates_visita_2T,Remates a puerta_visita_2T,Remates fuera_visita_2T,Remates rechazados_visita_2T,Córneres_visita_2T,Fueras de juego_visita_2T,Paradas_visita_2T,Faltas_visita_2T,Tarjetas rojas_visita_2T,Tarjetas amarillas_visita_2T,Pases totales_visita_2T,Tackles_visita_2T,Ataques_visita_2T,Ataques peligrosos_visita_2T,año,Tarjetas rojas_local_1T,Tarjetas rojas_visita_1T,Pases completados_local_final,Pases completados_visita_final,Pases completados_local_1T,Pases completados_visita_1T,Pases completados_local_2T,Pases completados_visita_2T,Tiros libres_local_final,Tiros libres_visita_final,Tiros libres_local_1T,Tiros libres_visita_1T,Tiros libres_local_2T,Tiros libres_visita_2T,Saques de banda_local_final,Saques de banda_visita_final,Saques de banda_local_2T,Saques de banda_visita_2T,Saques de banda_local_1T,Saques de banda_visita_1T
0,52%,3,0,3,,5,0,3,24,,1,293,,93,78,48%,9,5,4,,3,1,0,12,,2,264,,92,80,47%,1,0,1,,1,0,1,11,0,137,,42,28,53%,3,2,1,,2,0,0,6,1,159,,49,41,57%,2,0,2,,4,0,2,13,,1,156,,51,50,43%,6,3,3,,1,1,0,6,,1,105,,43,39,2021,,,268,222,128,136,140,86,,,,,,,,,,,,
0,60%,21,12,9,,10,3,2,15,1,3,311,,104,109,40%,6,3,3,,5,0,10,9,2,1,174,,76,54,51%,11,8,3,,6,1,2,11,2,134,,52,55,49%,5,2,3,,1,0,7,6,1,122,,33,22,69%,10,4,6,,4,2,0,4,1,1,177,,52,54,31%,1,1,0,,4,0,3,3,1,0,52,,43,32,2021,0,1,292,134,122,97,170,37,,,,,,,,,,,,
0,49%,9,6,3,,1,2,9,20,1,4,256,,27,16,51%,16,11,5,,5,1,4,14,0,2,310,,38,33,49%,3,2,1,,0,2,2,10,0,144,,27,16,51%,3,2,1,,1,0,1,8,1,175,,38,33,49%,6,4,2,,1,0,7,10,1,4,112,,0,0,51%,13,9,4,,4,1,3,6,0,1,135,,0,0,2021,,,215,299,123,171,92,128,,,,,,,,,,,,
0,56%,17,9,8,,10,1,2,9,,0,319,,95,88,44%,10,2,8,,2,0,6,12,,3,224,,88,68,54%,7,4,3,,4,1,0,4,0,160,,52,44,46%,5,0,5,,0,0,4,7,2,126,,37,23,59%,10,5,5,,6,0,2,5,,0,159,,43,44,41%,5,2,3,,2,0,2,5,,1,98,,51,45,2021,,,279,208,141,115,138,93,,,,,,,,,,,,
0,48%,9,6,3,,5,1,5,14,,3,289,,100,81,52%,8,5,3,,4,1,4,12,,0,335,,89,78,53%,3,2,1,,0,1,1,7,,174,,56,40,47%,2,1,1,,4,0,1,6,,158,,41,37,42%,6,4,2,,5,0,4,7,,3,115,,44,41,58%,6,4,2,,0,1,3,6,,0,177,,48,41,2021,,,250,312,149,147,101,165,,,,,,,,,,,,
0,49%,11,2,9,,6,4,0,17,,2,244,,83,61,51%,11,1,10,,2,0,0,12,,1,258,,100,60,56%,3,1,2,,2,4,0,9,1,139,,47,29,44%,5,1,4,,0,0,0,7,1,107,,46,25,42%,8,1,7,,4,0,0,8,,1,105,,36,32,58%,6,0,6,,2,0,0,5,,0,151,,54,35,2021,,,193,239,115,97,78,142,,,,,,,,,,,,
0,49%,7,3,4,,2,2,2,20,0,3,230,,91,52,51%,5,2,3,,2,1,2,21,1,3,259,,95,69,52%,3,2,1,,2,0,0,10,1,121,,44,25,48%,1,0,1,,1,1,2,9,1,108,,43,31,46%,4,1,3,,0,2,2,10,0,2,109,,47,27,54%,4,2,2,,1,0,0,12,1,2,151,,52,38,2021,,,214,233,116,96,98,137,,,,,,,,,,,,
0,47%,8,5,3,,9,3,5,15,,0,241,,109,84,53%,14,8,6,,1,0,5,7,,1,267,,100,49,47%,4,3,1,,3,0,3,12,0,134,,48,32,53%,5,3,2,,1,0,3,2,1,145,,52,24,47%,4,2,2,,6,3,2,3,,,107,,61,52,53%,9,5,4,,0,0,2,5,,,122,,48,25,2021,,,229,222,124,116,105,106,,,,,,,,,,,,
0,39%,13,7,6,,3,0,4,14,,3,186,,84,69,61%,10,5,5,,3,1,6,16,,2,371,,94,61,41%,7,4,3,,1,0,2,7,1,103,,48,28,59%,3,3,0,,1,0,3,12,1,177,,47,30,37%,6,3,3,,2,0,2,7,,2,83,,36,41,63%,7,2,5,,2,1,3,4,,1,194,,47,31,2021,,,160,352,91,165,69,187,,,,,,,,,,,,
0,37%,6,3,3,,1,6,1,10,,2,195,,78,42,63%,18,6,12,,7,3,0,10,,2,411,,104,89,36%,5,3,2,,1,2,1,2,0,98,,32,19,64%,7,3,4,,3,1,0,5,1,226,,52,41,38%,1,0,1,,0,4,0,8,,2,97,,46,23,62%,11,3,8,,4,2,0,5,,1,185,,52,48,2021,,,170,358,88,196,82,162,,,,,,,,,,,,
0,52%,7,6,1,,1,1,8,20,,4,267,,97,68,48%,13,8,5,,5,3,5,9,,1,250,,99,93,53%,1,1,0,,1,1,3,13,,124,,49,27,47%,5,3,2,,2,3,0,4,,104,,46,47,51%,6,5,1,,0,0,5,7,,4,143,,48,41,49%,8,5,3,,3,0,5,5,,1,146,,53,46,2021,,,,,,,,,,,,,,,,,,,,
0,70%,18,10,8,,8,2,2,12,,2,490,,114,97,30%,3,3,0,,4,4,10,12,,3,130,,78,53,68%,7,1,6,,1,1,1,4,0,256,,52,34,32%,2,2,0,,2,2,1,9,1,88,,39,34,72%,11,9,2,,7,1,1,8,,2,234,,62,63,28%,1,1,0,,2,2,9,3,,2,42,,39,19,2021,,,469,103,240,75,229,28,,,,,,,,,,,,
0,42%,10,8,2,,3,2,9,12,,4,144,,68,48,58%,23,11,12,,7,2,4,7,,1,241,,116,106,42%,4,3,1,,2,0,5,6,1,85,,35,25,58%,12,5,7,,5,2,1,4,0,121,,62,57,42%,6,5,1,,1,2,4,6,,3,59,,33,23,58%,11,6,5,,2,0,3,3,,1,120,,54,49,2021,,,118,214,65,108,53,106,,,,,,,,,,,,
0,56%,15,7,8,,6,2,6,18,,1,373,,99,66,44%,8,6,2,,5,2,4,15,,4,275,,78,41,58%,5,2,3,,4,1,2,7,0,239,,50,34,42%,4,2,2,,4,2,2,7,1,155,,34,21,54%,10,5,5,,2,1,4,11,,1,134,,49,32,46%,4,4,0,,1,0,2,8,,3,120,,44,20,2021,,,340,222,218,130,122,92,,,,,,,,,,,,
0,67%,13,5,8,,6,0,4,17,0,2,409,,110,80,33%,7,4,3,,4,3,4,15,2,2,130,,85,75,68%,8,2,6,,4,0,1,4,1,185,,47,40,32%,1,1,0,,3,1,2,11,0,58,,43,41,66%,5,3,2,,2,0,3,13,0,1,224,,63,40,34%,6,3,3,,1,2,2,4,1,2,72,,42,34,2021,0,1,394,106,179,46,215,60,,,,,,,,,,,,
0,70%,16,9,7,,12,1,1,11,,0,451,,109,117,30%,7,2,5,,6,0,8,13,,1,115,,65,59,71%,7,4,3,,6,0,0,6,,242,,58,55,29%,4,1,3,,2,0,4,7,,69,,33,32,69%,9,5,4,,6,1,1,5,,0,209,,51,62,31%,3,1,2,,4,0,4,6,,1,46,,32,27,2021,,,411,92,223,60,188,32,,,,,,,,,,,,
0,50%,7,5,2,,4,1,4,15,,2,162,,84,56,50%,10,6,4,,6,2,3,16,,2,163,,100,58,52%,3,2,1,,2,1,3,8,1,95,,49,34,48%,5,3,2,,2,1,1,8,1,89,,53,25,48%,4,3,1,,2,0,1,7,,1,67,,35,22,52%,5,3,2,,4,1,2,8,,1,74,,47,33,2021,,,142,151,82,81,60,70,,,,,,,,,,,,
0,47%,9,3,6,,7,4,4,15,,1,271,,118,101,53%,8,4,4,,1,1,3,11,,3,312,,106,61,49%,3,2,1,,4,1,4,8,1,130,,55,49,51%,5,4,1,,1,0,2,5,1,143,,50,32,45%,6,1,5,,3,3,0,7,,0,141,,63,52,55%,3,0,3,,0,1,1,6,,2,169,,56,29,2021,,,242,265,120,121,122,144,,,,,,,,,,,,
0,52%,7,4,3,,4,5,6,20,,2,235,,84,50,48%,9,7,2,,5,3,2,13,,3,243,,105,71,54%,6,3,3,,2,2,2,9,1,119,,44,26,46%,4,3,1,,2,1,1,8,2,100,,48,26,50%,1,1,0,,2,3,4,11,,1,116,,40,24,50%,5,4,1,,3,2,1,5,,1,143,,57,45,2021,,,191,203,103,85,88,118,,,,,,,,,,,,
0,39%,9,2,7,,7,0,0,11,,1,273,,74,81,61%,15,2,13,,10,3,0,8,,2,440,,92,92,44%,4,1,3,,4,0,0,4,1,134,,38,48,56%,7,0,7,,5,1,0,6,2,155,,32,36,34%,5,1,4,,3,0,0,7,,,139,,36,33,66%,8,2,6,,5,2,0,2,,,285,,60,56,2021,,,245,387,120,132,125,255,,,,,,,,,,,,
0,64%,13,8,5,,4,3,2,13,,3,367,,106,73,36%,9,3,6,,3,3,6,16,,4,174,,87,55,63%,5,4,1,,4,1,2,6,0,202,,53,43,37%,4,3,1,,0,3,3,10,1,92,,40,16,65%,8,4,4,,0,2,0,7,,3,165,,53,30,35%,5,0,5,,3,0,3,6,,3,82,,47,39,2021,,,337,147,185,75,152,72,,,,,,,,,,,,
0,49%,8,5,3,,4,3,3,16,,1,253,,96,67,51%,13,5,8,,7,2,5,13,,1,261,,88,57,51%,3,0,3,,2,2,0,7,1,134,,46,33,49%,7,1,6,,4,1,0,5,1,134,,45,26,47%,5,5,0,,2,1,3,9,,,119,,50,34,53%,6,4,2,,3,1,5,8,,,127,,43,31,2021,,,216,223,117,120,99,103,,,,,,,,,,,,
0,48%,20,19,1,,4,0,3,10,,1,364,,110,70,52%,9,5,4,,1,1,16,8,,3,396,,92,50,47%,9,9,0,,0,0,1,5,1,221,,57,34,53%,5,2,3,,0,0,8,4,1,251,,43,22,49%,11,10,1,,4,0,2,5,,0,143,,53,36,51%,4,3,1,,1,1,8,4,,2,145,,49,28,2021,,,312,361,193,233,119,128,,,,,,,,,,,,
0,56%,14,9,5,,4,1,4,14,,1,357,,101,82,44%,4,4,0,,3,3,6,27,,3,279,,82,67,57%,6,3,3,,1,1,1,8,1,159,,44,32,43%,1,1,0,,1,3,2,12,0,117,,43,28,55%,8,6,2,,3,0,3,6,,0,198,,57,50,45%,3,3,0,,2,0,4,15,,3,162,,39,39,2021,,,321,228,141,92,180,136,,,,,,,,,,,,
0,57%,11,4,7,,4,3,4,10,0,2,387,,111,92,43%,10,5,5,,3,0,4,20,1,5,261,,102,70,53%,7,3,4,,2,1,2,6,1,186,,50,42,47%,6,2,4,,0,0,3,6,1,159,,49,34,61%,4,1,3,,2,2,2,4,0,1,201,,61,50,39%,4,3,1,,3,0,1,14,1,4,102,,53,36,2021,,,334,232,166,142,168,90,,,,,,,,,,,,
0,58%,6,4,2,,5,2,5,11,,2,260,,94,59,42%,12,8,4,,5,4,3,17,,1,162,,85,61,50%,2,1,1,,3,2,3,5,1,89,,46,30,50%,8,4,4,,2,1,1,10,0,92,,43,32,66%,4,3,1,,2,0,2,6,,1,171,,48,29,34%,4,4,0,,3,3,2,7,,1,70,,42,29,2021,,,216,145,73,83,143,62,,,,,,,,,,,,
0,49%,9,5,4,,5,2,7,17,,5,299,,110,47,51%,12,8,4,,2,2,3,15,,4,354,,89,51,49%,5,2,3,,4,2,2,9,2,138,,58,28,51%,5,3,2,,0,0,2,9,1,152,,45,16,49%,4,3,1,,1,0,5,8,,3,161,,52,19,51%,7,5,2,,2,2,1,6,,3,202,,44,35,2021,,,272,286,127,120,145,166,,,,,,,,,,,,
0,43%,8,3,5,,5,4,4,20,,2,238,,10,4,57%,6,6,0,,2,0,3,15,,2,360,,11,6,44%,2,0,2,,2,2,2,12,2,125,,10,4,56%,2,2,0,,2,0,0,7,1,186,,11,6,42%,6,3,3,,3,2,2,8,,0,113,,0,0,58%,4,4,0,,0,0,3,8,,1,174,,0,0,2021,,,212,308,112,158,100,150,,,,,,,,,,,,
0,59%,14,9,5,,5,1,3,16,1,2,319,,109,111,41%,13,7,6,,4,1,8,12,0,3,187,,89,67,59%,4,1,3,,3,0,0,11,1,174,,45,47,41%,7,3,4,,2,1,1,3,0,106,,46,32,59%,10,8,2,,2,1,3,5,,1,145,,64,64,41%,6,4,2,,2,0,7,9,,3,81,,43,35,2021,1,0,283,178,161,101,122,77,,,,,,,,,,,,
0,47%,6,6,0,,9,4,0,10,,3,180,,90,90,53%,7,1,6,,4,1,3,7,,0,211,,99,70,55%,4,4,0,,8,2,0,4,2,110,,47,52,45%,2,0,2,,1,0,2,5,0,81,,48,30,39%,2,2,0,,1,2,0,6,,1,70,,43,38,61%,5,1,4,,3,1,1,2,,0,130,,51,40,2021,,,147,179,92,63,55,116,,,,,,,,,,,,
0,64%,14,7,7,,5,1,3,14,,1,304,,113,95,36%,4,4,0,,2,1,7,12,,4,127,,90,66,57%,7,3,4,,3,1,2,5,0,114,,55,51,43%,3,3,0,,0,1,3,4,1,76,,42,30,71%,7,4,3,,2,0,1,9,,1,190,,58,44,29%,1,1,0,,2,0,4,8,,3,51,,48,36,2021,,,271,116,100,70,171,46,,,,,,,,,,,,
0,58%,15,7,8,,4,0,6,8,,3,307,,97,67,42%,12,7,5,,6,3,4,14,,2,208,,86,54,60%,3,1,2,,2,0,1,3,2,175,,42,36,40%,4,2,2,,3,1,0,5,1,104,,34,23,56%,12,6,6,,2,0,5,5,,1,132,,55,31,44%,8,5,3,,3,2,4,9,,1,104,,52,31,2021,,,271,173,155,88,116,85,,,,,,,,,,,,
0,54%,8,5,3,,1,1,2,15,,3,273,,110,77,46%,2,2,0,,7,3,5,10,,3,221,,94,63,54%,3,2,1,,1,0,1,10,0,149,,58,44,46%,1,1,0,,0,1,2,4,1,124,,47,21,54%,5,3,2,,0,1,1,5,,3,124,,52,33,46%,1,1,0,,7,2,3,6,,2,97,,47,42,2021,,,241,158,133,92,108,66,,,,,,,,,,,,
0,39%,15,8,7,,4,3,3,18,,2,176,,90,57,61%,5,5,0,,4,3,6,20,,2,385,,94,39,45%,6,4,2,,3,3,0,8,1,109,,52,38,55%,0,0,0,,0,2,4,13,1,175,,44,9,33%,9,4,5,,1,0,3,10,,1,67,,38,19,67%,5,5,0,,4,1,2,7,,1,210,,50,30,2021,,,135,334,83,145,52,189,,,,,,,,,,,,
0,57%,12,9,3,,6,4,3,17,1,3,360,,97,101,43%,7,4,3,,2,3,8,11,0,3,242,,91,65,59%,4,3,1,,2,3,2,9,1,194,,41,39,41%,4,3,1,,1,2,2,3,0,123,,45,38,55%,8,6,2,,4,1,1,8,1,2,166,,56,62,45%,3,1,2,,1,1,6,8,0,3,119,,46,27,2021,,,339,219,185,109,154,110,,,,,,,,,,,,
0,51%,11,5,6,,4,2,4,15,,0,280,,97,78,49%,8,5,3,,5,0,3,18,,1,274,,84,75,56%,6,3,3,,2,1,3,6,,182,,53,48,44%,3,3,0,,1,0,2,11,,131,,38,27,46%,5,2,3,,2,1,1,9,,0,98,,44,30,54%,5,2,3,,4,0,1,7,,1,143,,46,48,2021,,,236,246,150,116,86,130,,,,,,,,,,,,
0,54%,15,10,5,,5,2,8,14,,3,304,,101,75,46%,15,9,6,,5,1,8,11,,0,259,,129,112,54%,6,3,3,,1,2,3,7,1,164,,55,33,46%,4,3,1,,2,1,2,6,0,144,,61,52,54%,9,7,2,,4,0,5,7,,2,140,,46,42,46%,11,6,5,,3,0,6,5,,0,115,,68,60,2021,,,240,236,133,128,107,108,,,,,,,,,,,,
0,44%,11,5,6,,6,0,3,12,,3,199,,88,75,56%,12,7,5,,6,0,4,16,,3,297,,100,66,41%,7,2,5,,3,0,2,3,0,88,,45,36,59%,6,4,2,,4,0,1,7,1,153,,40,36,47%,4,3,1,,3,0,1,9,,3,111,,43,39,53%,6,3,3,,2,0,3,9,,2,144,,60,30,2021,,,180,261,79,136,101,125,,,,,,,,,,,,
0,51%,14,7,7,,13,5,5,10,,3,342,,88,106,49%,15,8,7,,5,4,7,5,,1,328,,95,63,48%,7,4,3,,8,1,5,5,3,131,,37,53,52%,13,8,5,,4,2,4,2,0,156,,47,38,54%,7,3,4,,5,4,0,5,,0,211,,51,53,46%,2,0,2,,1,2,3,3,,1,172,,48,25,2021,,,301,297,108,140,193,157,,,,,,,,,,,,
0,40%,14,7,7,,4,7,3,8,0,3,168,,90,67,60%,11,3,8,,3,1,5,14,1,2,321,,115,91,45%,7,4,3,,4,3,2,3,2,101,,49,45,55%,7,2,5,,0,1,3,5,0,133,,64,40,35%,7,3,4,,0,4,1,5,0,1,67,,41,22,65%,4,1,3,,3,0,2,9,1,2,188,,51,51,2021,,,158,276,94,111,64,165,,,,,,,,,,,,
0,57%,14,7,7,,11,0,1,16,,2,267,,99,92,43%,7,1,6,,5,1,5,10,,1,182,,77,58,64%,7,3,4,,8,0,0,8,0,137,,47,57,36%,2,0,2,,3,0,3,3,1,61,,33,23,50%,7,4,3,,3,0,1,8,,2,130,,52,35,50%,5,1,4,,2,1,2,7,,0,121,,44,35,2021,,,244,142,124,46,120,96,,,,,,,,,,,,
0,40%,16,10,6,,5,1,3,22,,3,169,,92,86,60%,5,4,1,,3,2,8,13,,2,291,,94,79,44%,7,1,6,,3,1,0,12,1,90,,48,53,56%,0,0,0,,2,0,0,4,0,131,,51,34,36%,9,9,0,,2,0,3,10,,2,79,,44,33,64%,5,4,1,,1,2,8,9,,2,160,,43,45,2021,,,139,272,75,120,64,152,,,,,,,,,,,,
0,53%,4,4,0,,3,2,6,12,,3,305,,110,82,47%,12,7,5,,5,0,4,18,,3,248,,112,86,57%,1,1,0,,1,0,4,10,3,194,,64,40,43%,5,4,1,,3,0,1,6,0,135,,52,38,49%,3,3,0,,2,2,2,2,,0,111,,46,42,51%,7,3,4,,2,0,3,12,,3,113,,60,48,2021,,,276,239,173,132,103,107,,,,,,,,,,,,
0,63%,10,5,5,,1,3,2,15,,2,433,,95,75,37%,9,3,6,,5,0,3,20,,3,226,,97,78,62%,4,3,1,,0,0,1,9,1,235,,53,30,38%,5,1,4,,1,0,2,9,3,132,,50,34,64%,6,2,4,,1,3,1,6,,1,198,,42,45,36%,4,2,2,,4,0,1,11,,0,94,,47,44,2021,,,390,197,216,120,174,77,,,,,,,,,,,,
0,55%,14,8,6,,7,1,2,19,1,6,280,,103,73,45%,10,4,6,,3,1,7,17,0,4,202,,82,48,45%,6,1,5,,3,1,0,8,2,117,,46,37,55%,5,1,4,,2,0,0,9,2,140,,38,19,65%,8,7,1,,4,0,2,11,1,4,163,,57,36,35%,5,3,2,,1,1,7,8,0,2,62,,44,29,2021,,,264,187,107,131,157,56,,,,,,,,,,,,
0,61%,12,6,6,,1,0,5,15,,3,381,,101,62,39%,10,5,5,,1,2,3,11,,2,214,,78,42,66%,6,3,3,,0,0,3,6,1,213,,48,29,34%,4,3,1,,1,1,0,5,0,91,,41,22,56%,6,3,3,,1,0,2,9,,2,168,,53,33,44%,6,2,4,,0,1,3,6,,2,123,,37,20,2021,,,345,204,196,85,149,119,,,,,,,,,,,,
0,51%,10,8,2,,7,3,4,17,1,3,286,,74,68,49%,9,6,3,,4,4,5,17,0,3,290,,85,80,48%,5,4,1,,5,1,1,10,1,123,,35,34,52%,2,1,1,,2,3,4,8,2,130,,37,40,54%,5,4,1,,2,2,3,7,1,2,163,,39,34,46%,7,5,2,,2,1,1,9,0,1,160,,48,40,2021,,,226,244,94,109,132,135,,,,,,,,,,,,
0,56%,17,5,12,,8,0,3,16,,0,356,,105,90,44%,6,3,3,,4,3,5,16,,1,270,,94,71,52%,9,1,8,,4,0,0,9,,170,,43,38,48%,1,0,1,,1,2,1,5,,157,,54,35,60%,8,4,4,,4,0,3,7,,0,186,,62,52,40%,5,3,2,,3,1,4,11,,1,113,,40,36,2021,,,315,240,150,140,165,100,,,,,,,,,,,,
0,48%,22,14,8,,7,3,6,16,,3,255,,105,88,52%,9,6,3,,4,1,14,18,,3,278,,103,74,53%,14,9,5,,6,2,4,9,1,140,,55,55,47%,6,4,2,,1,1,9,9,1,119,,52,31,42%,8,5,3,,1,1,2,7,,2,115,,50,33,58%,3,2,1,,3,0,5,9,,2,159,,51,43,2021,,,236,249,132,105,104,144,,,,,,,,,,,,
0,48%,19,12,7,,8,0,8,14,,2,213,,100,98,52%,15,10,5,,6,1,12,13,,1,239,,106,90,43%,9,6,3,,2,0,4,7,,107,,48,39,57%,8,6,2,,5,0,6,5,,158,,54,47,53%,10,6,4,,6,0,4,7,,2,106,,52,59,47%,7,4,3,,1,1,6,8,,1,81,,52,43,2021,,,173,225,92,148,81,77,,,,,,,,,,,,
0,58%,19,9,10,,8,3,1,16,,2,246,,112,76,42%,8,2,6,,4,0,7,13,,2,143,,80,50,58%,5,2,3,,7,3,0,4,,137,,61,39,42%,3,0,3,,1,0,2,3,,82,,40,17,58%,14,7,7,,1,0,1,12,,2,109,,51,37,42%,5,2,3,,3,0,5,10,,2,61,,40,33,2021,,,221,100,123,62,98,38,,,,,,,,,,,,
0,41%,8,5,3,,4,1,8,19,,1,182,,64,40,59%,12,8,4,,6,3,4,14,,3,316,,77,42,37%,4,2,2,,1,0,0,10,1,83,,36,15,63%,3,0,3,,2,2,2,7,1,181,,43,14,45%,4,3,1,,3,1,8,9,,0,99,,28,25,55%,9,8,1,,4,1,2,7,,2,135,,34,28,2021,,,168,296,77,168,91,128,,,,,,,,,,,,
0,45%,9,6,3,,3,0,2,16,,5,271,,91,59,55%,10,3,7,,4,0,6,16,,2,359,,93,65,42%,2,1,1,,0,0,1,7,3,128,,45,19,58%,5,2,3,,2,0,1,7,0,202,,55,33,48%,7,5,2,,3,0,1,9,,2,143,,46,40,52%,5,1,4,,2,0,5,9,,2,157,,38,32,2021,,,221,312,104,169,117,143,,,,,,,,,,,,
0,59%,14,10,4,,3,3,5,17,0,4,371,,83,57,41%,12,5,7,,5,0,6,7,1,3,230,,93,71,60%,10,7,3,,1,0,2,9,2,207,,47,34,40%,4,2,2,,1,0,5,5,3,123,,45,29,58%,4,3,1,,2,3,3,8,0,2,164,,36,23,42%,8,3,5,,4,0,1,2,1,0,107,,48,42,2021,,,331,213,187,114,144,99,,,,,,,,,,,,
0,43%,9,5,4,,5,1,3,17,,2,205,,80,68,57%,9,6,3,,5,1,4,15,,1,286,,113,70,35%,2,0,2,,2,1,1,8,1,90,,29,26,65%,3,2,1,,5,1,0,8,0,179,,62,47,51%,7,5,2,,3,0,2,9,,1,115,,51,42,49%,6,4,2,,0,0,4,7,,1,107,,51,23,2021,,,183,243,78,157,105,86,,,,,,,,,,,,
0,58%,17,11,6,,2,3,0,11,0,2,511,,113,79,42%,6,1,5,,1,2,9,18,1,0,326,,98,58,54%,9,5,4,,2,0,0,2,1,229,,52,38,46%,3,0,3,,1,1,3,9,0,172,,53,35,62%,8,6,2,,0,3,0,9,,1,282,,61,41,38%,3,1,2,,0,1,6,9,,0,154,,45,23,2021,0,1,485,278,216,148,269,130,,,,,,,,,,,,
0,40%,9,6,3,,4,2,6,9,,3,228,,105,73,60%,12,7,5,,10,1,4,18,,3,420,,109,107,37%,4,3,1,,1,2,3,2,,117,,52,30,63%,6,3,3,,6,1,2,7,,245,,60,55,44%,5,3,2,,3,0,3,7,,3,111,,53,43,56%,6,4,2,,4,0,2,11,,3,175,,49,52,2021,,,196,375,101,216,95,159,,,,,,,,,,,,
0,65%,9,8,1,,1,1,2,22,,4,508,,97,61,35%,8,3,5,,2,1,7,18,,3,213,,86,59,66%,5,4,1,,0,0,1,12,3,251,,58,30,34%,4,2,2,,0,1,4,10,2,101,,45,25,64%,4,4,0,,1,1,1,10,,1,257,,39,31,36%,4,1,3,,2,0,3,8,,1,112,,41,34,2021,,,461,179,230,86,231,93,,,,,,,,,,,,
0,43%,16,9,7,,7,0,10,19,1,1,132,,99,68,57%,17,12,5,,2,0,7,23,0,0,228,,101,63,47%,10,5,5,,3,0,4,11,,82,,58,39,53%,4,4,0,,0,0,4,16,,109,,56,24,39%,6,4,2,,4,0,6,8,1,1,50,,41,29,61%,13,8,5,,2,0,3,7,0,0,119,,45,39,2021,,,100,177,66,84,34,93,,,,,,,,,,,,
0,40%,10,6,4,,4,2,3,14,,4,224,,81,44,60%,7,3,4,,7,5,4,6,,1,431,,113,101,40%,4,4,0,,2,0,1,8,2,87,,37,19,60%,1,1,0,,6,2,2,4,1,173,,53,45,40%,6,2,4,,2,2,2,6,,2,137,,44,25,60%,6,2,4,,1,3,2,2,,0,258,,60,56,2021,,,172,354,67,143,105,211,,,,,,,,,,,,
0,63%,15,8,7,,5,2,2,15,,2,484,,105,60,37%,4,3,1,,1,2,4,15,,3,253,,90,32,64%,8,4,4,,2,2,0,5,0,256,,56,31,36%,1,0,1,,0,1,1,6,2,124,,38,13,62%,7,4,3,,3,0,2,10,,2,228,,49,29,38%,3,3,0,,1,1,3,9,,1,129,,52,19,2021,,,431,217,229,105,202,112,,,,,,,,,,,,
0,46%,8,4,4,,3,0,8,13,,1,203,,112,71,54%,14,8,6,,10,1,3,11,,0,252,,105,110,44%,3,2,1,,3,0,4,5,,97,,56,37,56%,6,4,2,,7,0,2,6,,129,,44,52,48%,5,2,3,,0,0,4,8,,1,106,,56,34,52%,8,4,4,,3,1,1,5,,0,123,,61,58,2021,,,162,226,80,113,82,113,,,,,,,,,,,,
0,42%,14,5,9,,5,0,4,9,,2,168,,92,70,58%,11,5,6,,5,2,4,20,,4,257,,119,104,42%,7,2,5,,2,0,4,6,0,79,,47,32,58%,9,5,4,,3,0,2,9,2,121,,57,52,42%,7,3,4,,3,0,0,3,,2,89,,45,38,58%,2,0,2,,2,2,2,11,,2,136,,62,52,2021,,,136,246,66,113,70,133,,,,,,,,,,,,
0,63%,12,8,4,,6,0,7,14,,3,438,,99,90,37%,21,9,12,,2,0,6,12,,3,211,,67,47,63%,5,2,3,,1,0,1,5,1,217,,57,52,37%,9,3,6,,1,0,1,4,1,106,,37,20,63%,7,6,1,,5,0,6,9,,2,221,,42,38,37%,12,6,6,,1,0,5,8,,2,105,,30,27,2021,,,412,187,204,95,208,92,,,,,,,,,,,,
