,Fecha,Sala,Presidente,Ministros,Integrantes,Causa
115,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
116,[' a veinticinco de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑora SANDOVAL y Los'], []]","[[' SEÑORES CORREA y FIGUEROA.'], []]","['feriado', 'subroga']"
117,[' a treinta de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑOR SILVA, SsEÑORA MAGGI y Los ABOGADOS'], []]","[[' SEÑOR GOMEZ y seÑora ETCHEBERRY.'], []]",['feriado']
118,[' a nueve de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, CERDA y Los ABOGADOS'], []]","[[' SEÑORES LAGOS y FIGUEROA.'], []]","['comisión', 'feriado']"
119,[' a ocho de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES GOMEZ y FIGUEROA.'], []]",['comisión']
120,[' a cuatro de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑORES SILVA, PRADO y Los ABOGADOS'], []]","[[' SEÑORES PEÑAILILLO y FIGUEROA.'], []]","['comisión', 'feriado']"
121,[' a tres de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARREÑO.'],"[[' SEÑOR SILVA, sEÑoRras SANDOVAL y Los'], []]","[[' SEÑORES PEÑAILILLO y'], []]","['comisión', 'feriado']"
122,[' a dos de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORES SILVA, PRADO y Los ABoGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]","['comisión', 'feriado']"
123,[' a dos de enero de dos mil dieciocho'],PRIMERA,[' SEÑOR CARRENO.'],"[[' SEÑORES SILVA, PRADO y Los ABoGADOS'], []]","[[' SEÑORES QUINTANILLA y GOMEZ.'], []]","['comisión', 'feriado']"
124,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
125,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
126,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
127,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
128,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
129,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
130,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
131,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
132,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
133,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
134,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
135,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
136,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
137,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
138,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
139,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
140,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
141,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
142,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
143,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
144,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
145,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
146,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
147,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
148,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
149,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
150,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
151,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
152,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
153,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
154,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
155,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
156,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
157,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
158,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
159,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
160,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
161,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
162,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
163,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
164,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
165,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
166,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
167,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
168,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
169,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
170,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
171,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
172,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
173,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
174,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
175,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
176,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
177,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
178,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
179,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
180,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
181,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
182,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
183,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
184,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
185,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
186,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
187,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
188,[' a veintiséis de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
189,[' a veintiséis de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
190,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
191,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
192,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
193,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
194,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
195,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
196,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
197,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
198,[' a veintiséis de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
199,[' a veintisiete de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR MUNOZ P.', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
200,[' a veintisiete de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR MUNOZ P.', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
201,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
202,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
203,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
204,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
205,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
206,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
207,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
208,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
209,[' a veintiséis de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
210,[' a veintisiete de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR MUNOZ P.', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
211,[' a veintiocho de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SIL V A.'],"[[' SEÑORA EGNEM, seÑor FUENTES, sEÑoRrA'], []]","[[], []]",['feriado']
212,[' a veintiocho de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SIL V A.'],"[[' SEÑORA EGNEM, seÑor FUENTES, sEÑoRrA'], []]","[[], []]",['feriado']
213,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
214,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
215,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
216,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
217,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
218,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
219,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
220,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
221,[' a veintiséis de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
222,[' a veintisiete de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR MUNOZ P.', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
223,[' a veintiocho de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SIL V A.'],"[[' SEÑORA EGNEM, seÑor FUENTES, sEÑoRrA'], []]","[[], []]",['feriado']
224,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
225,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
226,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
227,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
228,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
229,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
230,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
231,[' a veintidós de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, seÑor'], ['PRADO', '']]","[[], [' SEÑOR MATUS.']]",['feriado']
232,[' a veintiséis de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
233,[' a veintisiete de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORA EGNEM, seÑor FUENTES, EL MINISTRO'], ['SUPLENTE SEÑOR MUNOZ P.', '']]","[[], [' SEÑOR']]","['permiso', 'feriado']"
234,[' a veintiocho de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SIL V A.'],"[[' SEÑORA EGNEM, seÑor FUENTES, sEÑoRrA'], []]","[[], []]",['feriado']
235,[' a ocho de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, CHEVESICH, Ministro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
236,[' a ocho de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, CHEVESICH, Ministro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
237,[' a doce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR VALDES.'],"[[' SEÑOR SILVA, seÑoras MAGGI, CHEVESICH y'], []]","[[], []]",['feriado']
238,[' a trece de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
239,[' a catorce de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
240,[' a quince de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS MAGGI, EGNEM, CHEVESICH y EL'], []]","[[], []]",['feriado']
241,[' a diecinueve de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[' SEÑORAS EGNEM, CHEVESICH, MinISTRO'], ['SUPLENTE SEÑOR MIRANDA', '']]","[[], [' SEÑOR']]",['feriado']
242,[' a veinte de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVAA.'],"[[' SEÑORAS EGNEM, CHEVESICH, minIistro'], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
243,[' a veintiuno de febrero de dos mil dieciocho'],PRIMERA,[' SEÑOR SILVA.'],"[[''], ['SUPLENTE SEÑOR BIEL', '']]","[[], [' SEÑOR']]",['feriado']
